date,province,kabupaten,hotspot_count
2001-01,JAWA TIMUR,LUMAJANG,1
2001-01,SULAWESI SELATAN,LUWU TIMUR,4
2001-01,JAWA TENGAH,MAGELANG,1
2001-01,KALIMANTAN TIMUR,PASER,1
2001-01,RIAU,PELALAWAN,1
2001-01,SUMATERA BARAT,PESISIR SELATAN,1
2001-02,JAWA TENGAH,BOYOLALI,3
2001-02,RIAU,INDRAGIRI HILIR,57
2001-02,RIAU,INDRAGIRI HULU,6
2001-02,RIAU,KOTA DUMAI,3
2001-02,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,3
2001-02,KALIMANTAN BARAT,KUBURAYA,1
2001-02,KALIMANTAN TIMUR,KUTAI KARTANEGARA,1
2001-02,SULAWESI SELATAN,LUWU TIMUR,1
2001-02,JAWA TENGAH,MAGELANG,1
2001-02,JAMBI,MERANGIN,1
2001-02,RIAU,PELALAWAN,4
2001-02,SUMATERA BARAT,SIJUNJUNG,1
2001-02,DI YOGYAKARTA,SLEMAN,3
2001-02,JAMBI,TANJUNG JABUNG TIMUR,3
2001-02,SULAWESI SELATAN,WAJO,1
2001-03,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1
2001-03,RIAU,BENGKALIS,4
2001-03,JAWA TENGAH,BOYOLALI,3
2001-03,RIAU,INDRAGIRI HILIR,148
2001-03,RIAU,INDRAGIRI HULU,2
2001-03,RIAU,KAMPAR,5
2001-03,MALUKU UTARA,KEPULAUAN SULA,1
2001-03,KALIMANTAN BARAT,KETAPANG,1
2001-03,RIAU,KOTA DUMAI,3
2001-03,RIAU,KUANTAN SENGINGI,4
2001-03,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2
2001-03,SUMATERA UTARA,LABUHANBATU SELATAN,1
2001-03,SULAWESI SELATAN,LUWU TIMUR,7
2001-03,JAWA TENGAH,MAGELANG,2
2001-03,JAWA TIMUR,MALANG,1
2001-03,KALIMANTAN BARAT,MEMPAWAH,1
2001-03,ACEH,NAGAN RAYA,2
2001-03,SUMATERA UTARA,PADANG LAWAS,2
2001-03,SUMATERA UTARA,PADANG LAWAS UTARA,44
2001-03,RIAU,PELALAWAN,8
2001-03,RIAU,ROKAN HILIR,5
2001-03,RIAU,ROKAN HULU,11
2001-03,RIAU,SIAK,2
2001-03,DI YOGYAKARTA,SLEMAN,1
2001-03,JAMBI,TANJUNG JABUNG TIMUR,3
2001-03,SULAWESI SELATAN,WAJO,1
2001-04,KALIMANTAN TENGAH,BARITO TIMUR,1
2001-04,JAWA TENGAH,BOYOLALI,3
2001-04,RIAU,KAMPAR,1
2001-04,SULAWESI UTARA,KEPULAUAN SIAU TAGULANDANG BIARO,2
2001-04,BANTEN,KOTA CILEGON,1
2001-04,JAWA TIMUR,LUMAJANG,1
2001-04,SULAWESI SELATAN,LUWU TIMUR,7
2001-04,JAWA TENGAH,MAGELANG,2
2001-04,JAWA TIMUR,MALANG,2
2001-04,RIAU,ROKAN HILIR,1
2001-04,DI YOGYAKARTA,SLEMAN,4
2001-04,LAMPUNG,TULANG BAWANG,1
2001-05,KALIMANTAN TENGAH,BARITO TIMUR,4
2001-05,RIAU,BENGKALIS,1
2001-05,PAPUA SELATAN,BOVEN DIGOEL,1
2001-05,JAWA TENGAH,BOYOLALI,10
2001-05,PAPUA BARAT,FAK-FAK,1
2001-05,RIAU,INDRAGIRI HULU,2
2001-05,RIAU,KAMPAR,2
2001-05,SULAWESI UTARA,KEPULAUAN SIAU TAGULANDANG BIARO,4
2001-05,JAWA TENGAH,KLATEN,2
2001-05,RIAU,KUANTAN SENGINGI,1
2001-05,LAMPUNG,LAMPUNG TENGAH,1
2001-05,JAWA TIMUR,LUMAJANG,2
2001-05,SULAWESI SELATAN,LUWU TIMUR,9
2001-05,JAWA TENGAH,MAGELANG,6
2001-05,JAWA TIMUR,MALANG,3
2001-05,SUMATERA UTARA,MANDAILING NATAL,3
2001-05,JAMBI,MUARO JAMBI,1
2001-05,SULAWESI TENGGARA,MUNA BARAT,1
2001-05,SUMATERA SELATAN,MUSI BANYUASIN,1
2001-05,ACEH,NAGAN RAYA,2
2001-05,NUSA TENGGARA TIMUR,NAGEKEO,1
2001-05,SUMATERA UTARA,NIAS UTARA,1
2001-05,SUMATERA UTARA,PADANG LAWAS,2
2001-05,SUMATERA UTARA,PADANG LAWAS UTARA,6
2001-05,RIAU,PELALAWAN,2
2001-05,KALIMANTAN BARAT,SAMBAS,1
2001-05,BENGKULU,SELUMA,1
2001-05,RIAU,SIAK,1
2001-05,DI YOGYAKARTA,SLEMAN,4
2001-05,NUSA TENGGARA TIMUR,SUMBA TIMUR,2
2001-05,JAMBI,TANJUNG JABUNG TIMUR,6
2001-06,KEPULAUAN RIAU,BINTAN,1
2001-06,JAWA TENGAH,BOYOLALI,1
2001-06,JAMBI,BUNGO,1
2001-06,SULAWESI UTARA,KEPULAUAN SIAU TAGULANDANG BIARO,3
2001-06,JAWA TENGAH,KLATEN,1
2001-06,RIAU,KUANTAN SENGINGI,1
2001-06,LAMPUNG,LAMPUNG TENGAH,1
2001-06,SULAWESI SELATAN,LUWU TIMUR,11
2001-06,JAWA TENGAH,MAGELANG,2
2001-06,SUMATERA UTARA,PADANG LAWAS UTARA,13
2001-06,NUSA TENGGARA TIMUR,SUMBA TIMUR,1
2001-06,LAMPUNG,TULANG BAWANG,2
2001-07,ACEH,ACEH SINGKIL,1
2001-07,ACEH,ACEH TIMUR,2
2001-07,SUMATERA UTARA,ASAHAN,1
2001-07,SULAWESI TENGAH,BANGGAI,2
2001-07,KALIMANTAN SELATAN,BANJAR,1
2001-07,SUMATERA SELATAN,BANYUASIN,2
2001-07,KALIMANTAN TENGAH,BARITO SELATAN,1
2001-07,KALIMANTAN TENGAH,BARITO TIMUR,6
2001-07,KALIMANTAN TENGAH,BARITO UTARA,2
2001-07,JAMBI,BATANGHARI,2
2001-07,RIAU,BENGKALIS,34
2001-07,KALIMANTAN BARAT,BENGKAYANG,2
2001-07,NUSA TENGGARA BARAT,BIMA,1
2001-07,ACEH,BIREUEN,2
2001-07,PAPUA SELATAN,BOVEN DIGOEL,1
2001-07,JAWA TENGAH,BOYOLALI,6
2001-07,JAMBI,BUNGO,2
2001-07,SUMATERA BARAT,DHARMASRAYA,1
2001-07,NUSA TENGGARA TIMUR,ENDE,1
2001-07,SULAWESI SELATAN,GOWA,1
2001-07,RIAU,INDRAGIRI HILIR,23
2001-07,RIAU,INDRAGIRI HULU,6
2001-07,RIAU,KAMPAR,12
2001-07,KALIMANTAN TENGAH,KAPUAS,2
2001-07,KALIMANTAN BARAT,KAPUAS HULU,3
2001-07,RIAU,KEPULAUAN MERANTI,2
2001-07,SULAWESI UTARA,KEPULAUAN SIAU TAGULANDANG BIARO,23
2001-07,KALIMANTAN BARAT,KETAPANG,2
2001-07,JAWA TENGAH,KLATEN,2
2001-07,BANTEN,KOTA CILEGON,1
2001-07,RIAU,KOTA DUMAI,7
2001-07,ACEH,KOTA LHOKSEUMAWE,5
2001-07,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,5
2001-07,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,4
2001-07,RIAU,KUANTAN SENGINGI,10
2001-07,KALIMANTAN BARAT,KUBURAYA,4
2001-07,NUSA TENGGARA TIMUR,KUPANG,2
2001-07,KALIMANTAN TIMUR,KUTAI BARAT,3
2001-07,KALIMANTAN TIMUR,KUTAI KARTANEGARA,7
2001-07,SUMATERA UTARA,LABUHANBATU,36
2001-07,SUMATERA UTARA,LABUHANBATU SELATAN,78
2001-07,SUMATERA UTARA,LABUHANBATU UTARA,1
2001-07,KALIMANTAN TENGAH,LAMANDAU,1
2001-07,KALIMANTAN BARAT,LANDAK,3
2001-07,NUSA TENGGARA TIMUR,LEMBATA,1
2001-07,NUSA TENGGARA BARAT,LOMBOK TIMUR,2
2001-07,JAWA TIMUR,LUMAJANG,2
2001-07,SULAWESI SELATAN,LUWU TIMUR,13
2001-07,JAWA TENGAH,MAGELANG,4
2001-07,JAWA TIMUR,MALANG,2
2001-07,MALUKU,MALUKU TENGAH,1
2001-07,PAPUA SELATAN,MAPPI,2
2001-07,PAPUA SELATAN,MERAUKE,1
2001-07,JAMBI,MUARO JAMBI,10
2001-07,BENGKULU,MUKO-MUKO,7
2001-07,SUMATERA SELATAN,MUSI BANYUASIN,5
2001-07,SUMATERA SELATAN,MUSI RAWAS UTARA,1
2001-07,SUMATERA SELATAN,OGAN ILIR,2
2001-07,SUMATERA SELATAN,OGAN KOMERING ILIR,1
2001-07,SUMATERA SELATAN,OGAN KOMERING ULU,3
2001-07,SUMATERA UTARA,PADANG LAWAS,9
2001-07,SUMATERA UTARA,PADANG LAWAS UTARA,12
2001-07,SUMATERA BARAT,PASAMAN BARAT,1
2001-07,RIAU,PELALAWAN,33
2001-07,SUMATERA BARAT,PESISIR SELATAN,18
2001-07,ACEH,PIDIE,1
2001-07,KALIMANTAN TENGAH,PULANG PISAU,6
2001-07,RIAU,ROKAN HILIR,167
2001-07,RIAU,ROKAN HULU,11
2001-07,KALIMANTAN BARAT,SAMBAS,4
2001-07,JAMBI,SAROLANGUN,1
2001-07,RIAU,SIAK,9
2001-07,JAWA TIMUR,SIDOARJO,1
2001-07,SUMATERA BARAT,SIJUNJUNG,3
2001-07,KALIMANTAN BARAT,SINTANG,1
2001-07,DI YOGYAKARTA,SLEMAN,1
2001-07,JAWA BARAT,SUBANG,1
2001-07,KALIMANTAN TENGAH,SUKAMARA,1
2001-07,NUSA TENGGARA TIMUR,SUMBA TENGAH,1
2001-07,NUSA TENGGARA TIMUR,SUMBA TIMUR,8
2001-07,KALIMANTAN SELATAN,TANAH LAUT,1
2001-07,JAMBI,TANJUNG JABUNG TIMUR,3
2001-07,SUMATERA UTARA,TAPANULI TENGAH,1
2001-07,JAMBI,TEBO,7
2001-07,LAMPUNG,TULANG BAWANG,1
2001-07,LAMPUNG,WAYKANAN,2
2001-08,ACEH,ACEH BARAT,2
2001-08,ACEH,ACEH BESAR,6
2001-08,NUSA TENGGARA TIMUR,ALOR,1
2001-08,SUMATERA UTARA,ASAHAN,1
2001-08,KEPULAUAN BANGKA BELITUNG,BANGKA,1
2001-08,KALIMANTAN SELATAN,BANJAR,7
2001-08,SUMATERA SELATAN,BANYUASIN,1
2001-08,KALIMANTAN SELATAN,BARITO KUALA,7
2001-08,KALIMANTAN TENGAH,BARITO SELATAN,60
2001-08,KALIMANTAN TENGAH,BARITO TIMUR,20
2001-08,KALIMANTAN TENGAH,BARITO UTARA,1
2001-08,JAMBI,BATANGHARI,3
2001-08,NUSA TENGGARA TIMUR,BELU,1
2001-08,RIAU,BENGKALIS,3
2001-08,KALIMANTAN BARAT,BENGKAYANG,2
2001-08,BENGKULU,BENGKULU UTARA,1
2001-08,KALIMANTAN TIMUR,BERAU,21
2001-08,NUSA TENGGARA BARAT,BIMA,2
2001-08,GORONTALO,BOALEMO,1
2001-08,SULAWESI UTARA,BOLAANG MONGONDOW,1
2001-08,JAWA TIMUR,BONDOWOSO,9
2001-08,SULAWESI SELATAN,BONE,1
2001-08,JAWA TENGAH,BOYOLALI,4
2001-08,JAWA TENGAH,BREBES,1
2001-08,KALIMANTAN UTARA,BULUNGAN,3
2001-08,MALUKU,BURU,4
2001-08,NUSA TENGGARA BARAT,DOMPU,4
2001-08,PAPUA BARAT,FAK-FAK,1
2001-08,ACEH,GAYOLUES,1
2001-08,GORONTALO,GORONTALO UTARA,1
2001-08,MALUKU UTARA,HALMAHERA BARAT,1
2001-08,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,7
2001-08,KALIMANTAN SELATAN,HULU SUNGAI UTARA,1
2001-08,RIAU,INDRAGIRI HILIR,2
2001-08,JAWA BARAT,INDRAMAYU,2
2001-08,SULAWESI SELATAN,JENEPONTO,2
2001-08,RIAU,KAMPAR,3
2001-08,KALIMANTAN TENGAH,KAPUAS,299
2001-08,KALIMANTAN BARAT,KAPUAS HULU,30
2001-08,KALIMANTAN TENGAH,KATINGAN,14
2001-08,SULAWESI UTARA,KEPULAUAN SIAU TAGULANDANG BIARO,9
2001-08,KALIMANTAN BARAT,KETAPANG,49
2001-08,JAWA TENGAH,KLATEN,3
2001-08,SULAWESI TENGGARA,KOLAKA,2
2001-08,SULAWESI TENGGARA,KONAWE SELATAN,1
2001-08,JAWA TIMUR,KOTA MADIUN,1
2001-08,KALIMANTAN TENGAH,KOTA PALANGKARAYA,2
2001-08,ACEH,KOTA SABANG,1
2001-08,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,49
2001-08,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,34
2001-08,KALIMANTAN BARAT,KUBURAYA,9
2001-08,NUSA TENGGARA TIMUR,KUPANG,2
2001-08,KALIMANTAN TIMUR,KUTAI BARAT,15
2001-08,KALIMANTAN TIMUR,KUTAI KARTANEGARA,1
2001-08,KALIMANTAN TIMUR,KUTAI TIMUR,4
2001-08,SUMATERA UTARA,LABUHANBATU SELATAN,4
2001-08,SUMATERA SELATAN,LAHAT,1
2001-08,KALIMANTAN TENGAH,LAMANDAU,12
2001-08,LAMPUNG,LAMPUNG TENGAH,8
2001-08,LAMPUNG,LAMPUNG UTARA,4
2001-08,KALIMANTAN BARAT,LANDAK,2
2001-08,BENGKULU,LEBONG,2
2001-08,NUSA TENGGARA TIMUR,LEMBATA,3
2001-08,SULAWESI SELATAN,LUWU TIMUR,10
2001-08,JAWA TIMUR,MADIUN,1
2001-08,JAWA TENGAH,MAGELANG,7
2001-08,JAWA BARAT,MAJALENGKA,1
2001-08,SULAWESI BARAT,MAJENE,2
2001-08,JAWA TIMUR,MALANG,1
2001-08,MALUKU,MALUKU BARAT DAYA,1
2001-08,MALUKU,MALUKU TENGGARA BARAT,1
2001-08,SULAWESI BARAT,MAMASA,3
2001-08,SULAWESI BARAT,MAMUJU TENGAH,3
2001-08,NUSA TENGGARA TIMUR,MANGGARAI BARAT,1
2001-08,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,4
2001-08,KALIMANTAN BARAT,MELAWI,18
2001-08,PAPUA SELATAN,MERAUKE,6
2001-08,LAMPUNG,MESUJI,2
2001-08,SULAWESI UTARA,MINAHASA TENGGARA,3
2001-08,JAWA TIMUR,MOJOKERTO,3
2001-08,SULAWESI TENGAH,MOROWALI UTARA,1
2001-08,SUMATERA SELATAN,MUARA ENIM,1
2001-08,JAMBI,MUARO JAMBI,4
2001-08,BENGKULU,MUKO-MUKO,2
2001-08,SUMATERA SELATAN,MUSI BANYUASIN,10
2001-08,SUMATERA SELATAN,MUSI RAWAS,5
2001-08,NUSA TENGGARA TIMUR,NAGEKEO,1
2001-08,NUSA TENGGARA TIMUR,NGADA,2
2001-08,JAWA TIMUR,NGANJUK,1
2001-08,SUMATERA SELATAN,OGAN ILIR,3
2001-08,SUMATERA SELATAN,OGAN KOMERING ILIR,1
2001-08,SUMATERA SELATAN,OGAN KOMERING ULU,2
2001-08,SUMATERA UTARA,PADANG LAWAS,1
2001-08,SUMATERA UTARA,PADANG LAWAS UTARA,16
2001-08,SUMATERA BARAT,PASAMAN BARAT,1
2001-08,KALIMANTAN TIMUR,PASER,6
2001-08,RIAU,PELALAWAN,4
2001-08,JAWA TENGAH,PEMALANG,3
2001-08,ACEH,PIDIE,9
2001-08,ACEH,PIDIE JAYA,1
2001-08,SULAWESI BARAT,POLEWALI MANDAR,3
2001-08,JAWA TIMUR,PONOROGO,1
2001-08,JAWA TIMUR,PROBOLINGGO,1
2001-08,KALIMANTAN TENGAH,PULANG PISAU,167
2001-08,RIAU,ROKAN HILIR,3
2001-08,RIAU,ROKAN HULU,3
2001-08,KALIMANTAN BARAT,SAMBAS,1
2001-08,KALIMANTAN BARAT,SANGGAU,45
2001-08,KALIMANTAN BARAT,SEKADAU,7
2001-08,KALIMANTAN TENGAH,SERUYAN,11
2001-08,JAWA TIMUR,SIDOARJO,1
2001-08,SULAWESI TENGAH,SIGI,2
2001-08,NUSA TENGGARA TIMUR,SIKKA,1
2001-08,KALIMANTAN BARAT,SINTANG,34
2001-08,JAWA TIMUR,SITUBONDO,2
2001-08,DI YOGYAKARTA,SLEMAN,4
2001-08,JAWA BARAT,SUKABUMI,1
2001-08,KALIMANTAN TENGAH,SUKAMARA,7
2001-08,NUSA TENGGARA TIMUR,SUMBA TENGAH,2
2001-08,NUSA TENGGARA TIMUR,SUMBA TIMUR,7
2001-08,KALIMANTAN SELATAN,TABALONG,1
2001-08,SULAWESI SELATAN,TAKALAR,5
2001-08,KALIMANTAN SELATAN,TANAH BUMBU,2
2001-08,KALIMANTAN SELATAN,TANAH LAUT,6
2001-08,JAMBI,TANJUNG JABUNG TIMUR,4
2001-08,KALIMANTAN SELATAN,TAPIN,1
2001-08,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,1
2001-08,PAPUA PEGUNUNGAN,TOLIKARA,4
2001-08,LAMPUNG,TULANG BAWANG,2
2001-09,NUSA TENGGARA TIMUR,ALOR,10
2001-09,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,1
2001-09,KALIMANTAN SELATAN,BANJAR,13
2001-09,KALIMANTAN SELATAN,BARITO KUALA,6
2001-09,KALIMANTAN TENGAH,BARITO SELATAN,11
2001-09,KALIMANTAN TENGAH,BARITO TIMUR,2
2001-09,KALIMANTAN TENGAH,BARITO UTARA,1
2001-09,JAMBI,BATANGHARI,3
2001-09,NUSA TENGGARA TIMUR,BELU,1
2001-09,KALIMANTAN TIMUR,BERAU,4
2001-09,NUSA TENGGARA BARAT,BIMA,2
2001-09,SULAWESI TENGGARA,BOMBANA,2
2001-09,JAWA TIMUR,BONDOWOSO,7
2001-09,JAWA TENGAH,BOYOLALI,8
2001-09,JAWA TENGAH,BREBES,1
2001-09,SULAWESI TENGGARA,BUTON TENGAH,1
2001-09,SUMATERA BARAT,DHARMASRAYA,3
2001-09,NUSA TENGGARA BARAT,DOMPU,5
2001-09,SULAWESI TENGAH,DONGGALA,1
2001-09,NUSA TENGGARA TIMUR,ENDE,1
2001-09,NUSA TENGGARA TIMUR,FLORES TIMUR,4
2001-09,GORONTALO,GORONTALO UTARA,2
2001-09,SULAWESI SELATAN,GOWA,3
2001-09,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,13
2001-09,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,2
2001-09,KALIMANTAN SELATAN,HULU SUNGAI UTARA,1
2001-09,RIAU,INDRAGIRI HULU,1
2001-09,JAWA BARAT,INDRAMAYU,2
2001-09,JAWA TIMUR,JOMBANG,1
2001-09,RIAU,KAMPAR,2
2001-09,KALIMANTAN TENGAH,KAPUAS,88
2001-09,KALIMANTAN TENGAH,KATINGAN,22
2001-09,JAWA TIMUR,KEDIRI,2
2001-09,SULAWESI UTARA,KEPULAUAN SIAU TAGULANDANG BIARO,8
2001-09,KALIMANTAN BARAT,KETAPANG,1
2001-09,JAWA TENGAH,KLATEN,1
2001-09,SULAWESI TENGGARA,KOLAKA,2
2001-09,SULAWESI TENGGARA,KONAWE SELATAN,1
2001-09,KALIMANTAN SELATAN,KOTA BANJARBARU,3
2001-09,KALIMANTAN TENGAH,KOTA PALANGKARAYA,3
2001-09,KALIMANTAN SELATAN,KOTABARU,1
2001-09,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,4
2001-09,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,3
2001-09,NUSA TENGGARA TIMUR,KUPANG,15
2001-09,KALIMANTAN TIMUR,KUTAI BARAT,32
2001-09,KALIMANTAN TIMUR,KUTAI KARTANEGARA,3
2001-09,KALIMANTAN TIMUR,KUTAI TIMUR,4
2001-09,SUMATERA SELATAN,LAHAT,3
2001-09,LAMPUNG,LAMPUNG TENGAH,5
2001-09,BANTEN,LEBAK,1
2001-09,BENGKULU,LEBONG,1
2001-09,NUSA TENGGARA TIMUR,LEMBATA,3
2001-09,SUMATERA BARAT,LIMA PULUH KOTA,1
2001-09,NUSA TENGGARA BARAT,LOMBOK BARAT,1
2001-09,NUSA TENGGARA BARAT,LOMBOK TENGAH,2
2001-09,NUSA TENGGARA BARAT,LOMBOK TIMUR,5
2001-09,SULAWESI SELATAN,LUWU,1
2001-09,SULAWESI SELATAN,LUWU TIMUR,23
2001-09,SULAWESI SELATAN,LUWU UTARA,1
2001-09,JAWA TIMUR,MADIUN,1
2001-09,JAWA TENGAH,MAGELANG,5
2001-09,JAWA BARAT,MAJALENGKA,4
2001-09,SULAWESI BARAT,MAJENE,1
2001-09,NUSA TENGGARA TIMUR,MALAKA,3
2001-09,JAWA TIMUR,MALANG,3
2001-09,MALUKU,MALUKU BARAT DAYA,2
2001-09,MALUKU,MALUKU TENGGARA BARAT,1
2001-09,SULAWESI BARAT,MAMASA,4
2001-09,SULAWESI BARAT,MAMUJU,1
2001-09,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,2
2001-09,SULAWESI SELATAN,MAROS,2
2001-09,PAPUA SELATAN,MERAUKE,14
2001-09,LAMPUNG,MESUJI,4
2001-09,JAWA TIMUR,MOJOKERTO,3
2001-09,SULAWESI TENGAH,MOROWALI UTARA,1
2001-09,JAMBI,MUARO JAMBI,6
2001-09,SULAWESI TENGGARA,MUNA BARAT,1
2001-09,SUMATERA SELATAN,MUSI BANYUASIN,3
2001-09,SUMATERA SELATAN,MUSI RAWAS UTARA,3
2001-09,NUSA TENGGARA TIMUR,NAGEKEO,1
2001-09,NUSA TENGGARA TIMUR,NGADA,1
2001-09,SUMATERA SELATAN,OGAN ILIR,2
2001-09,SUMATERA SELATAN,OGAN KOMERING ILIR,5
2001-09,SUMATERA SELATAN,OGAN KOMERING ULU,6
2001-09,SUMATERA UTARA,PADANG LAWAS UTARA,1
2001-09,KALIMANTAN TIMUR,PASER,1
2001-09,RIAU,PELALAWAN,8
2001-09,JAWA TENGAH,PEMALANG,1
2001-09,SULAWESI BARAT,POLEWALI MANDAR,5
2001-09,SULAWESI TENGAH,POSO,1
2001-09,JAWA TIMUR,PROBOLINGGO,2
2001-09,KALIMANTAN TENGAH,PULANG PISAU,75
2001-09,JAWA TENGAH,REMBANG,1
2001-09,NUSA TENGGARA TIMUR,ROTE NDAO,2
2001-09,JAMBI,SAROLANGUN,3
2001-09,KALIMANTAN TENGAH,SERUYAN,4
2001-09,SULAWESI TENGAH,SIGI,8
2001-09,NUSA TENGGARA TIMUR,SIKKA,2
2001-09,JAWA TIMUR,SITUBONDO,6
2001-09,NUSA TENGGARA TIMUR,SUMBA BARAT DAYA,1
2001-09,NUSA TENGGARA TIMUR,SUMBA TENGAH,4
2001-09,NUSA TENGGARA TIMUR,SUMBA TIMUR,9
2001-09,NUSA TENGGARA BARAT,SUMBAWA,10
2001-09,NUSA TENGGARA BARAT,SUMBAWA BARAT,1
2001-09,KALIMANTAN SELATAN,TABALONG,2
2001-09,SULAWESI SELATAN,TAKALAR,3
2001-09,KALIMANTAN UTARA,TANA TIDUNG,1
2001-09,SULAWESI SELATAN,TANA TORAJA,1
2001-09,KALIMANTAN SELATAN,TANAH LAUT,6
2001-09,JAMBI,TANJUNG JABUNG TIMUR,2
2001-09,KALIMANTAN SELATAN,TAPIN,2
2001-09,JAMBI,TEBO,1
2001-09,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,2
2001-09,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,7
2001-09,LAMPUNG,TULANG BAWANG,10
2001-10,ACEH,ACEH TENGAH,1
2001-10,NUSA TENGGARA TIMUR,ALOR,18
2001-10,SULAWESI TENGAH,BANGGAI,2
2001-10,KALIMANTAN SELATAN,BARITO KUALA,3
2001-10,NUSA TENGGARA TIMUR,BELU,2
2001-10,KALIMANTAN TIMUR,BERAU,1
2001-10,NUSA TENGGARA BARAT,BIMA,10
2001-10,GORONTALO,BOALEMO,1
2001-10,SULAWESI TENGGARA,BOMBANA,3
2001-10,SULAWESI SELATAN,BONE,3
2001-10,JAWA TENGAH,BOYOLALI,1
2001-10,MALUKU,BURU,1
2001-10,SULAWESI TENGGARA,BUTON,1
2001-10,SULAWESI TENGGARA,BUTON TENGAH,2
2001-10,SULAWESI TENGGARA,BUTON UTARA,3
2001-10,NUSA TENGGARA BARAT,DOMPU,2
2001-10,NUSA TENGGARA TIMUR,ENDE,6
2001-10,NUSA TENGGARA TIMUR,FLORES TIMUR,8
2001-10,KALIMANTAN TENGAH,KAPUAS,1
2001-10,SULAWESI TENGGARA,KOLAKA TIMUR,3
2001-10,SULAWESI TENGGARA,KONAWE UTARA,1
2001-10,KALIMANTAN TIMUR,KOTA BONTANG,1
2001-10,RIAU,KUANTAN SENGINGI,2
2001-10,NUSA TENGGARA TIMUR,KUPANG,18
2001-10,BANTEN,LEBAK,4
2001-10,NUSA TENGGARA TIMUR,LEMBATA,4
2001-10,NUSA TENGGARA BARAT,LOMBOK TIMUR,1
2001-10,JAWA TIMUR,LUMAJANG,1
2001-10,SULAWESI SELATAN,LUWU,1
2001-10,SULAWESI SELATAN,LUWU TIMUR,19
2001-10,JAWA TENGAH,MAGELANG,1
2001-10,NUSA TENGGARA TIMUR,MALAKA,2
2001-10,MALUKU,MALUKU BARAT DAYA,7
2001-10,MALUKU,MALUKU TENGGARA BARAT,1
2001-10,NUSA TENGGARA TIMUR,MANGGARAI,3
2001-10,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,9
2001-10,PAPUA SELATAN,MERAUKE,80
2001-10,SULAWESI TENGGARA,MUNA,1
2001-10,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,2
2001-10,SUMATERA UTARA,PADANG LAWAS,3
2001-10,SUMATERA UTARA,PADANG LAWAS UTARA,2
2001-10,KALIMANTAN TENGAH,PULANG PISAU,2
2001-10,RIAU,ROKAN HILIR,3
2001-10,RIAU,ROKAN HULU,7
2001-10,NUSA TENGGARA TIMUR,ROTE NDAO,1
2001-10,NUSA TENGGARA TIMUR,SIKKA,1
2001-10,NUSA TENGGARA TIMUR,SUMBA TIMUR,3
2001-10,NUSA TENGGARA BARAT,SUMBAWA,8
2001-10,SULAWESI SELATAN,TANA TORAJA,1
2001-10,KALIMANTAN SELATAN,TANAH LAUT,1
2001-10,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,3
2001-10,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,18
2001-10,SULAWESI TENGAH,TOJO UNA-UNA,1
2001-11,NUSA TENGGARA TIMUR,ALOR,1
2001-11,JAWA TENGAH,BOYOLALI,2
2001-11,NUSA TENGGARA TIMUR,ENDE,1
2001-11,NUSA TENGGARA TIMUR,FLORES TIMUR,1
2001-11,JAWA TENGAH,KLATEN,1
2001-11,SULAWESI TENGGARA,KONAWE UTARA,5
2001-11,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2
2001-11,SULAWESI SELATAN,LUWU TIMUR,4
2001-11,JAWA TENGAH,MAGELANG,1
2001-11,SUMATERA UTARA,MANDAILING NATAL,1
2001-11,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,3
2001-11,PAPUA SELATAN,MERAUKE,9
2001-11,SUMATERA SELATAN,MUSI BANYUASIN,1
2001-11,NUSA TENGGARA TIMUR,SUMBA TIMUR,1
2001-12,KALIMANTAN TENGAH,BARITO TIMUR,1
2001-12,JAWA TENGAH,BOYOLALI,1
2001-12,JAWA TENGAH,KLATEN,2
2001-12,SUMATERA UTARA,LABUHANBATU UTARA,1
2001-12,SULAWESI SELATAN,LUWU TIMUR,4
2001-12,JAWA TENGAH,MAGELANG,2
2001-12,SUMATERA BARAT,PESISIR SELATAN,1
2001-12,MALUKU UTARA,PULAU TALIABU,1
2001-12,JAMBI,TANJUNG JABUNG TIMUR,2
2002-01,SUMATERA BARAT,AGAM,2
2002-01,RIAU,BENGKALIS,19
