date,province,kabupaten,hotspot_count
2014-08,KALIMANTAN SELATAN,TABALONG,2
2014-08,SULAWESI SELATAN,TAKALAR,1
2014-08,KALIMANTAN SELATAN,TANAH LAUT,5
2014-08,SUMATERA UTARA,TAPANULI SELATAN,1
2014-08,KALIMANTAN SELATAN,TAPIN,12
2014-08,JAMBI,TEBO,6
2014-08,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,1
2014-08,SULAWESI TENGAH,TOJO UNA-UNA,1
2014-08,SULAWESI TENGGARA,WAKATOBI,2
2014-08,LAMPUNG,WAYKANAN,4
2014-08,PAPUA PEGUNUNGAN,YAHUKIMO,1
2014-09,ACEH,ACEH BARAT,1
2014-09,ACEH,ACEH JAYA,1
2014-09,NUSA TENGGARA TIMUR,ALOR,19
2014-09,KALIMANTAN SELATAN,BALANGAN,13
2014-09,SULAWESI TENGAH,BANGGAI,8
2014-09,KEPULAUAN BANGKA BELITUNG,BANGKA,6
2014-09,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,19
2014-09,KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,16
2014-09,KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,16
2014-09,JAWA TIMUR,BANGKALAN,3
2014-09,BALI,BANGLI,2
2014-09,KALIMANTAN SELATAN,BANJAR,106
2014-09,SUMATERA SELATAN,BANYUASIN,26
2014-09,JAWA TIMUR,BANYUWANGI,6
2014-09,KALIMANTAN SELATAN,BARITO KUALA,35
2014-09,KALIMANTAN TENGAH,BARITO SELATAN,54
2014-09,KALIMANTAN TENGAH,BARITO TIMUR,31
2014-09,KALIMANTAN TENGAH,BARITO UTARA,51
2014-09,JAMBI,BATANGHARI,10
2014-09,KEPULAUAN BANGKA BELITUNG,BELITUNG,14
2014-09,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,14
2014-09,NUSA TENGGARA TIMUR,BELU,7
2014-09,RIAU,BENGKALIS,2
2014-09,KALIMANTAN BARAT,BENGKAYANG,11
2014-09,BENGKULU,BENGKULU TENGAH,1
2014-09,BENGKULU,BENGKULU UTARA,1
2014-09,KALIMANTAN TIMUR,BERAU,54
2014-09,NUSA TENGGARA BARAT,BIMA,97
2014-09,JAWA TENGAH,BLORA,1
2014-09,GORONTALO,BOALEMO,6
2014-09,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,3
2014-09,SULAWESI TENGGARA,BOMBANA,13
2014-09,JAWA TIMUR,BONDOWOSO,9
2014-09,SULAWESI SELATAN,BONE,3
2014-09,JAWA TENGAH,BREBES,3
2014-09,KALIMANTAN UTARA,BULUNGAN,28
2014-09,JAMBI,BUNGO,7
2014-09,MALUKU,BURU,17
2014-09,MALUKU,BURU SELATAN,7
2014-09,SUMATERA BARAT,DHARMASRAYA,14
2014-09,NUSA TENGGARA BARAT,DOMPU,14
2014-09,SULAWESI TENGAH,DONGGALA,2
2014-09,SUMATERA SELATAN,EMPAT LAWANG,7
2014-09,NUSA TENGGARA TIMUR,ENDE,6
2014-09,PAPUA BARAT,FAK-FAK,5
2014-09,NUSA TENGGARA TIMUR,FLORES TIMUR,7
2014-09,JAWA BARAT,GARUT,3
2014-09,GORONTALO,GORONTALO,2
2014-09,GORONTALO,GORONTALO UTARA,4
2014-09,KALIMANTAN TENGAH,GUNUNG MAS,136
2014-09,MALUKU UTARA,HALMAHERA BARAT,3
2014-09,MALUKU UTARA,HALMAHERA SELATAN,25
2014-09,MALUKU UTARA,HALMAHERA UTARA,1
2014-09,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,63
2014-09,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,12
2014-09,KALIMANTAN SELATAN,HULU SUNGAI UTARA,8
2014-09,RIAU,INDRAGIRI HILIR,43
2014-09,RIAU,INDRAGIRI HULU,59
2014-09,JAWA TIMUR,JEMBER,2
2014-09,RIAU,KAMPAR,7
2014-09,KALIMANTAN TENGAH,KAPUAS,357
2014-09,KALIMANTAN BARAT,KAPUAS HULU,33
2014-09,BALI,KARANGASEM,1
2014-09,KALIMANTAN TENGAH,KATINGAN,387
2014-09,KALIMANTAN BARAT,KAYONG UTARA,8
2014-09,JAWA TIMUR,KEDIRI,1
2014-09,MALUKU,KEPULAUAN ARU,1
2014-09,KALIMANTAN BARAT,KETAPANG,475
2014-09,SULAWESI TENGGARA,KOLAKA,3
2014-09,SULAWESI TENGGARA,KOLAKA TIMUR,2
2014-09,SULAWESI TENGGARA,KOLAKA UTARA,3
2014-09,SULAWESI TENGGARA,KONAWE,7
2014-09,SULAWESI TENGGARA,KONAWE SELATAN,5
2014-09,SULAWESI TENGGARA,KONAWE UTARA,2
2014-09,KALIMANTAN SELATAN,KOTA BANJARBARU,9
2014-09,JAWA TIMUR,KOTA BATU,1
2014-09,RIAU,KOTA DUMAI,6
2014-09,KALIMANTAN TENGAH,KOTA PALANGKARAYA,105
2014-09,SULAWESI SELATAN,KOTA PARE PARE,1
2014-09,KALIMANTAN SELATAN,KOTABARU,44
2014-09,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,52
2014-09,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,415
2014-09,RIAU,KUANTAN SENGINGI,2
2014-09,KALIMANTAN BARAT,KUBURAYA,23
2014-09,JAWA BARAT,KUNINGAN,2
2014-09,NUSA TENGGARA TIMUR,KUPANG,35
2014-09,KALIMANTAN TIMUR,KUTAI BARAT,132
2014-09,KALIMANTAN TIMUR,KUTAI KARTANEGARA,50
2014-09,KALIMANTAN TIMUR,KUTAI TIMUR,58
2014-09,SUMATERA UTARA,LABUHANBATU SELATAN,1
2014-09,SUMATERA SELATAN,LAHAT,20
2014-09,KALIMANTAN TENGAH,LAMANDAU,44
2014-09,JAWA TIMUR,LAMONGAN,3
2014-09,LAMPUNG,LAMPUNG TENGAH,7
2014-09,LAMPUNG,LAMPUNG TIMUR,26
2014-09,LAMPUNG,LAMPUNG UTARA,1
2014-09,KALIMANTAN BARAT,LANDAK,9
2014-09,NUSA TENGGARA TIMUR,LEMBATA,6
2014-09,NUSA TENGGARA BARAT,LOMBOK BARAT,2
2014-09,NUSA TENGGARA BARAT,LOMBOK TIMUR,4
2014-09,NUSA TENGGARA BARAT,LOMBOK UTARA,1
2014-09,JAWA TIMUR,LUMAJANG,59
2014-09,SULAWESI SELATAN,LUWU TIMUR,64
2014-09,SULAWESI SELATAN,LUWU UTARA,3
2014-09,JAWA TIMUR,MAGETAN,1
2014-09,KALIMANTAN TIMUR,MAHAKAM ULU,12
2014-09,NUSA TENGGARA TIMUR,MALAKA,1
2014-09,JAWA TIMUR,MALANG,25
2014-09,KALIMANTAN UTARA,MALINAU,2
2014-09,MALUKU,MALUKU BARAT DAYA,10
2014-09,MALUKU,MALUKU TENGAH,5
2014-09,MALUKU,MALUKU TENGGARA BARAT,4
2014-09,SULAWESI BARAT,MAMASA,2
2014-09,SULAWESI BARAT,MAMUJU,20
2014-09,SULAWESI BARAT,MAMUJU TENGAH,2
2014-09,NUSA TENGGARA TIMUR,MANGGARAI BARAT,3
2014-09,PAPUA SELATAN,MAPPI,6
2014-09,SULAWESI SELATAN,MAROS,4
2014-09,KALIMANTAN BARAT,MELAWI,3
2014-09,KALIMANTAN BARAT,MEMPAWAH,6
2014-09,JAMBI,MERANGIN,15
2014-09,PAPUA SELATAN,MERAUKE,452
2014-09,LAMPUNG,MESUJI,15
2014-09,JAWA TIMUR,MOJOKERTO,2
2014-09,SULAWESI TENGAH,MOROWALI,3
2014-09,SULAWESI TENGAH,MOROWALI UTARA,29
2014-09,SUMATERA SELATAN,MUARA ENIM,42
2014-09,JAMBI,MUARO JAMBI,1
2014-09,BENGKULU,MUKO-MUKO,1
2014-09,SULAWESI TENGGARA,MUNA,4
2014-09,SULAWESI TENGGARA,MUNA BARAT,1
2014-09,KALIMANTAN TENGAH,MURUNG RAYA,117
2014-09,SUMATERA SELATAN,MUSI BANYUASIN,127
2014-09,SUMATERA SELATAN,MUSI RAWAS,57
2014-09,SUMATERA SELATAN,MUSI RAWAS UTARA,41
2014-09,NUSA TENGGARA TIMUR,NAGEKEO,5
2014-09,NUSA TENGGARA TIMUR,NGADA,7
2014-09,JAWA TIMUR,NGANJUK,1
2014-09,KALIMANTAN UTARA,NUNUKAN,3
2014-09,SUMATERA SELATAN,OGAN ILIR,17
2014-09,SUMATERA SELATAN,OGAN KOMERING ILIR,1210
2014-09,SUMATERA SELATAN,OGAN KOMERING ULU,31
2014-09,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,25
2014-09,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,7
2014-09,SUMATERA UTARA,PADANG LAWAS,1
2014-09,GORONTALO,PAHUWATO,2
2014-09,SUMATERA SELATAN,PALI,9
2014-09,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,1
2014-09,KALIMANTAN TIMUR,PASER,69
2014-09,JAWA TIMUR,PASURUAN,3
2014-09,RIAU,PELALAWAN,26
2014-09,JAWA TENGAH,PEMALANG,1
2014-09,KALIMANTAN TIMUR,PENAJAM PASER UTARA,8
2014-09,LAMPUNG,PESISIR BARAT,2
2014-09,SULAWESI SELATAN,PINRANG,1
2014-09,SULAWESI BARAT,POLEWALI MANDAR,6
2014-09,JAWA TIMUR,PONOROGO,1
2014-09,SULAWESI TENGAH,POSO,16
2014-09,JAWA TIMUR,PROBOLINGGO,5
2014-09,KALIMANTAN TENGAH,PULANG PISAU,297
2014-09,PAPUA BARAT DAYA,RAJA AMPAT,1
2014-09,BENGKULU,REJANG LEBONG,6
2014-09,JAWA TENGAH,REMBANG,1
2014-09,RIAU,ROKAN HULU,2
2014-09,KALIMANTAN BARAT,SANGGAU,17
2014-09,JAMBI,SAROLANGUN,27
2014-09,KALIMANTAN BARAT,SEKADAU,30
2014-09,BANTEN,SERANG,4
2014-09,KALIMANTAN TENGAH,SERUYAN,88
2014-09,JAWA TIMUR,SIDOARJO,5
2014-09,SULAWESI TENGAH,SIGI,13
2014-09,SUMATERA BARAT,SIJUNJUNG,1
2014-09,NUSA TENGGARA TIMUR,SIKKA,1
2014-09,KALIMANTAN BARAT,SINTANG,63
2014-09,JAWA TIMUR,SITUBONDO,4
2014-09,SUMATERA BARAT,SOLOK SELATAN,2
2014-09,JAWA BARAT,SUBANG,3
2014-09,KALIMANTAN TENGAH,SUKAMARA,55
2014-09,NUSA TENGGARA TIMUR,SUMBA BARAT,3
2014-09,NUSA TENGGARA TIMUR,SUMBA TENGAH,3
2014-09,NUSA TENGGARA TIMUR,SUMBA TIMUR,41
2014-09,NUSA TENGGARA BARAT,SUMBAWA,37
2014-09,NUSA TENGGARA BARAT,SUMBAWA BARAT,8
2014-09,KALIMANTAN SELATAN,TABALONG,18
2014-09,KALIMANTAN SELATAN,TANAH BUMBU,39
2014-09,KALIMANTAN SELATAN,TANAH LAUT,42
2014-09,JAMBI,TANJUNG JABUNG BARAT,7
2014-09,JAMBI,TANJUNG JABUNG TIMUR,24
2014-09,KALIMANTAN SELATAN,TAPIN,42
2014-09,JAMBI,TEBO,61
2014-09,JAWA TENGAH,TEGAL,2
2014-09,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,12
2014-09,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,20
2014-09,SULAWESI TENGAH,TOJO UNA-UNA,18
2014-09,SULAWESI SELATAN,TORAJA UTARA,1
2014-09,JAWA TIMUR,TUBAN,1
2014-09,LAMPUNG,TULANG BAWANG,9
2014-09,LAMPUNG,TULANG BAWANG BARAT,6
2014-09,LAMPUNG,WAYKANAN,6
2014-10,NUSA TENGGARA TIMUR,ALOR,16
2014-10,KALIMANTAN SELATAN,BALANGAN,4
2014-10,SULAWESI TENGAH,BANGGAI,13
2014-10,SULAWESI TENGAH,BANGGAI KEPULAUAN,1
2014-10,KEPULAUAN BANGKA BELITUNG,BANGKA,6
2014-10,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,4
2014-10,KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,6
2014-10,KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,6
2014-10,KALIMANTAN SELATAN,BANJAR,89
2014-10,SULAWESI SELATAN,BANTAENG,2
2014-10,SUMATERA SELATAN,BANYUASIN,33
2014-10,JAWA TIMUR,BANYUWANGI,12
2014-10,KALIMANTAN SELATAN,BARITO KUALA,25
2014-10,KALIMANTAN TENGAH,BARITO SELATAN,18
2014-10,KALIMANTAN TENGAH,BARITO TIMUR,5
2014-10,KALIMANTAN TENGAH,BARITO UTARA,30
2014-10,SULAWESI SELATAN,BARRU,1
2014-10,JAMBI,BATANGHARI,10
2014-10,KEPULAUAN BANGKA BELITUNG,BELITUNG,7
2014-10,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,10
2014-10,NUSA TENGGARA TIMUR,BELU,6
2014-10,KALIMANTAN TIMUR,BERAU,55
2014-10,NUSA TENGGARA BARAT,BIMA,58
2014-10,GORONTALO,BOALEMO,7
2014-10,SULAWESI UTARA,BOLAANG MONGONDOW,2
2014-10,SULAWESI UTARA,BOLAANG MONGONDOW UTARA,1
2014-10,SULAWESI TENGGARA,BOMBANA,25
2014-10,JAWA TIMUR,BONDOWOSO,6
2014-10,SULAWESI SELATAN,BONE,4
2014-10,PAPUA SELATAN,BOVEN DIGOEL,5
2014-10,BALI,BULELENG,2
2014-10,KALIMANTAN UTARA,BULUNGAN,12
2014-10,JAMBI,BUNGO,5
2014-10,MALUKU,BURU,16
2014-10,MALUKU,BURU SELATAN,2
2014-10,SULAWESI TENGGARA,BUTON,15
2014-10,SULAWESI TENGGARA,BUTON SELATAN,4
2014-10,SULAWESI TENGGARA,BUTON UTARA,4
2014-10,JAWA BARAT,CIANJUR,1
2014-10,SUMATERA BARAT,DHARMASRAYA,1
2014-10,NUSA TENGGARA BARAT,DOMPU,15
2014-10,SUMATERA SELATAN,EMPAT LAWANG,1
2014-10,NUSA TENGGARA TIMUR,ENDE,4
2014-10,SULAWESI SELATAN,ENREKANG,1
2014-10,PAPUA BARAT,FAK-FAK,11
2014-10,NUSA TENGGARA TIMUR,FLORES TIMUR,27
2014-10,GORONTALO,GORONTALO,2
2014-10,GORONTALO,GORONTALO UTARA,2
2014-10,SULAWESI SELATAN,GOWA,2
2014-10,KALIMANTAN TENGAH,GUNUNG MAS,29
2014-10,MALUKU UTARA,HALMAHERA BARAT,2
2014-10,MALUKU UTARA,HALMAHERA TENGAH,4
2014-10,MALUKU UTARA,HALMAHERA TIMUR,2
2014-10,MALUKU UTARA,HALMAHERA UTARA,4
2014-10,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,20
2014-10,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,3
2014-10,KALIMANTAN SELATAN,HULU SUNGAI UTARA,4
2014-10,RIAU,INDRAGIRI HILIR,15
2014-10,RIAU,INDRAGIRI HULU,6
2014-10,JAWA TIMUR,JEMBER,3
2014-10,SULAWESI SELATAN,JENEPONTO,1
2014-10,JAWA TENGAH,JEPARA,1
2014-10,KALIMANTAN TENGAH,KAPUAS,382
2014-10,BALI,KARANGASEM,3
2014-10,SUMATERA UTARA,KARO,2
2014-10,KALIMANTAN TENGAH,KATINGAN,253
2014-10,KALIMANTAN BARAT,KAYONG UTARA,11
2014-10,JAWA TIMUR,KEDIRI,2
2014-10,MALUKU,KEPULAUAN ARU,2
2014-10,KALIMANTAN BARAT,KETAPANG,316
2014-10,SULAWESI TENGGARA,KOLAKA,14
2014-10,SULAWESI TENGGARA,KOLAKA TIMUR,5
2014-10,SULAWESI TENGGARA,KOLAKA UTARA,1
2014-10,SULAWESI TENGGARA,KONAWE,15
2014-10,SULAWESI TENGGARA,KONAWE KEPULAUAN,2
2014-10,SULAWESI TENGGARA,KONAWE SELATAN,20
2014-10,SULAWESI TENGGARA,KONAWE UTARA,14
2014-10,KALIMANTAN TIMUR,KOTA BALIKPAPAN,3
2014-10,KALIMANTAN SELATAN,KOTA BANJARBARU,2
2014-10,KALIMANTAN SELATAN,KOTA BANJARMASIN,1
2014-10,SULAWESI TENGGARA,KOTA BAU BAU,2
2014-10,SULAWESI UTARA,KOTA BITUNG,1
2014-10,SUMATERA SELATAN,KOTA PAGAR ALAM,1
2014-10,KALIMANTAN TENGAH,KOTA PALANGKARAYA,115
2014-10,SUMATERA SELATAN,KOTA PRABUMULIH,2
2014-10,KALIMANTAN TIMUR,KOTA SAMARINDA,1
2014-10,KALIMANTAN SELATAN,KOTABARU,42
2014-10,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,63
2014-10,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,248
2014-10,RIAU,KUANTAN SENGINGI,3
2014-10,KALIMANTAN BARAT,KUBURAYA,2
2014-10,JAWA TENGAH,KUDUS,1
2014-10,NUSA TENGGARA TIMUR,KUPANG,59
2014-10,KALIMANTAN TIMUR,KUTAI BARAT,131
2014-10,KALIMANTAN TIMUR,KUTAI KARTANEGARA,184
2014-10,KALIMANTAN TIMUR,KUTAI TIMUR,114
2014-10,SUMATERA SELATAN,LAHAT,22
2014-10,KALIMANTAN TENGAH,LAMANDAU,10
2014-10,LAMPUNG,LAMPUNG TENGAH,11
2014-10,LAMPUNG,LAMPUNG TIMUR,7
2014-10,LAMPUNG,LAMPUNG UTARA,5
2014-10,KALIMANTAN BARAT,LANDAK,3
2014-10,NUSA TENGGARA TIMUR,LEMBATA,11
2014-10,SUMATERA BARAT,LIMA PULUH KOTA,2
2014-10,NUSA TENGGARA BARAT,LOMBOK BARAT,1
2014-10,NUSA TENGGARA BARAT,LOMBOK TIMUR,7
2014-10,NUSA TENGGARA BARAT,LOMBOK UTARA,1
2014-10,JAWA TIMUR,LUMAJANG,43
2014-10,SULAWESI SELATAN,LUWU,12
2014-10,SULAWESI SELATAN,LUWU TIMUR,100
2014-10,SULAWESI SELATAN,LUWU UTARA,6
2014-10,JAWA TIMUR,MADIUN,1
2014-10,JAWA BARAT,MAJALENGKA,2
2014-10,NUSA TENGGARA TIMUR,MALAKA,8
2014-10,JAWA TIMUR,MALANG,26
2014-10,MALUKU,MALUKU TENGAH,2
2014-10,MALUKU,MALUKU TENGGARA,1
2014-10,MALUKU,MALUKU TENGGARA BARAT,4
2014-10,SULAWESI BARAT,MAMASA,4
2014-10,SULAWESI BARAT,MAMUJU,13
2014-10,SULAWESI BARAT,MAMUJU TENGAH,3
2014-10,NUSA TENGGARA TIMUR,MANGGARAI BARAT,3
2014-10,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,3
2014-10,PAPUA BARAT,MANOKWARI,3
2014-10,PAPUA SELATAN,MAPPI,25
2014-10,SULAWESI SELATAN,MAROS,1
2014-10,KALIMANTAN BARAT,MELAWI,1
2014-10,JAMBI,MERANGIN,12
2014-10,PAPUA SELATAN,MERAUKE,532
2014-10,LAMPUNG,MESUJI,18
2014-10,SULAWESI UTARA,MINAHASA SELATAN,3
2014-10,SULAWESI UTARA,MINAHASA TENGGARA,6
2014-10,JAWA TIMUR,MOJOKERTO,2
2014-10,SULAWESI TENGAH,MOROWALI,14
2014-10,SULAWESI TENGAH,MOROWALI UTARA,77
2014-10,SUMATERA SELATAN,MUARA ENIM,138
2014-10,JAMBI,MUARO JAMBI,30
2014-10,BENGKULU,MUKO-MUKO,2
2014-10,SULAWESI TENGGARA,MUNA,26
2014-10,SULAWESI TENGGARA,MUNA BARAT,11
2014-10,KALIMANTAN TENGAH,MURUNG RAYA,41
2014-10,SUMATERA SELATAN,MUSI BANYUASIN,72
2014-10,SUMATERA SELATAN,MUSI RAWAS,36
2014-10,SUMATERA SELATAN,MUSI RAWAS UTARA,7
2014-10,PAPUA TENGAH,NABIRE,1
2014-10,NUSA TENGGARA TIMUR,NGADA,4
2014-10,JAWA TIMUR,NGANJUK,1
2014-10,KALIMANTAN UTARA,NUNUKAN,4
2014-10,SUMATERA SELATAN,OGAN ILIR,16
2014-10,SUMATERA SELATAN,OGAN KOMERING ILIR,1276
2014-10,SUMATERA SELATAN,OGAN KOMERING ULU,15
2014-10,SUMATERA SELATAN,OGAN KOMERING ULU SELATAN,22
2014-10,SUMATERA SELATAN,OGAN KOMERING ULU TIMUR,5
2014-10,JAWA TIMUR,PACITAN,1
2014-10,GORONTALO,PAHUWATO,8
2014-10,SUMATERA SELATAN,PALI,4
2014-10,JAWA TIMUR,PAMEKASAN,2
2014-10,BANTEN,PANDEGLANG,2
2014-10,SULAWESI SELATAN,PANGKAJENE KEPULAUAN,4
2014-10,SULAWESI TENGAH,PARIGI MOUTONG,3
2014-10,KALIMANTAN TIMUR,PASER,127
2014-10,RIAU,PELALAWAN,16
2014-10,JAWA TENGAH,PEMALANG,2
2014-10,KALIMANTAN TIMUR,PENAJAM PASER UTARA,8
2014-10,SULAWESI BARAT,POLEWALI MANDAR,5
2014-10,JAWA TIMUR,PONOROGO,1
2014-10,SULAWESI TENGAH,POSO,10
2014-10,JAWA TIMUR,PROBOLINGGO,5
2014-10,KALIMANTAN TENGAH,PULANG PISAU,265
2014-10,MALUKU UTARA,PULAU MOROTAI,1
2014-10,JAWA TENGAH,REMBANG,2
2014-10,NUSA TENGGARA TIMUR,ROTE NDAO,1
2014-10,JAMBI,SAROLANGUN,16
2014-10,BENGKULU,SELUMA,1
2014-10,MALUKU,SERAM BAGIAN TIMUR,8
2014-10,KALIMANTAN TENGAH,SERUYAN,76
2014-10,SULAWESI SELATAN,SIDENRENG RAPPANG,2
2014-10,SULAWESI TENGAH,SIGI,5
2014-10,NUSA TENGGARA TIMUR,SIKKA,6
2014-10,KALIMANTAN BARAT,SINTANG,3
2014-10,JAWA TIMUR,SITUBONDO,5
2014-10,PAPUA BARAT DAYA,SORONG SELATAN,1
2014-10,JAWA TENGAH,SRAGEN,1
2014-10,JAWA BARAT,SUBANG,1
2014-10,JAWA BARAT,SUKABUMI,1
2014-10,KALIMANTAN TENGAH,SUKAMARA,40
2014-10,NUSA TENGGARA TIMUR,SUMBA TIMUR,10
2014-10,NUSA TENGGARA BARAT,SUMBAWA,42
2014-10,NUSA TENGGARA BARAT,SUMBAWA BARAT,1
2014-10,JAWA BARAT,SUMEDANG,3
2014-10,KALIMANTAN SELATAN,TABALONG,5
2014-10,PAPUA BARAT DAYA,TAMBRAUW,1
2014-10,SULAWESI SELATAN,TANA TORAJA,3
2014-10,KALIMANTAN SELATAN,TANAH BUMBU,34
2014-10,KALIMANTAN SELATAN,TANAH LAUT,23
2014-10,JAMBI,TANJUNG JABUNG BARAT,9
2014-10,JAMBI,TANJUNG JABUNG TIMUR,32
2014-10,KALIMANTAN SELATAN,TAPIN,86
2014-10,JAMBI,TEBO,24
2014-10,PAPUA BARAT,TELUK BINTUNI,1
2014-10,NUSA TENGGARA TIMUR,TIMOR TENGAH SELATAN,33
2014-10,NUSA TENGGARA TIMUR,TIMOR TENGAH UTARA,36
2014-10,SULAWESI TENGAH,TOJO UNA-UNA,21
2014-10,SULAWESI TENGAH,TOLI TOLI,1
2014-10,LAMPUNG,TULANG BAWANG,20
2014-10,LAMPUNG,TULANG BAWANG BARAT,1
2014-10,SULAWESI SELATAN,WAJO,1
2014-10,LAMPUNG,WAYKANAN,2
2014-11,SULAWESI TENGAH,BANGGAI,3
2014-11,SULAWESI TENGAH,BANGGAI KEPULAUAN,1
2014-11,KEPULAUAN BANGKA BELITUNG,BANGKA,10
2014-11,KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,2
2014-11,KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,2
2014-11,KALIMANTAN SELATAN,BANJAR,18
2014-11,SUMATERA SELATAN,BANYUASIN,22
2014-11,JAWA TIMUR,BANYUWANGI,6
2014-11,KALIMANTAN SELATAN,BARITO KUALA,17
2014-11,KALIMANTAN TENGAH,BARITO SELATAN,5
2014-11,KALIMANTAN TENGAH,BARITO TIMUR,1
2014-11,KALIMANTAN TENGAH,BARITO UTARA,8
2014-11,JAMBI,BATANGHARI,1
2014-11,KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,3
2014-11,NUSA TENGGARA BARAT,BIMA,16
2014-11,GORONTALO,BOALEMO,1
2014-11,SULAWESI TENGGARA,BOMBANA,8
2014-11,JAWA TIMUR,BONDOWOSO,13
2014-11,SULAWESI SELATAN,BONE,3
2014-11,PAPUA SELATAN,BOVEN DIGOEL,1
2014-11,JAMBI,BUNGO,3
2014-11,MALUKU,BURU,2
2014-11,SULAWESI TENGGARA,BUTON,2
2014-11,SULAWESI TENGGARA,BUTON SELATAN,1
2014-11,SULAWESI TENGGARA,BUTON UTARA,1
2014-11,PAPUA TENGAH,DOGIYAI,1
2014-11,NUSA TENGGARA BARAT,DOMPU,1
2014-11,NUSA TENGGARA TIMUR,FLORES TIMUR,2
2014-11,GORONTALO,GORONTALO,2
2014-11,JAWA TIMUR,GRESIK,1
2014-11,KALIMANTAN TENGAH,GUNUNG MAS,1
2014-11,MALUKU UTARA,HALMAHERA BARAT,3
2014-11,MALUKU UTARA,HALMAHERA SELATAN,2
2014-11,KALIMANTAN SELATAN,HULU SUNGAI SELATAN,12
2014-11,KALIMANTAN SELATAN,HULU SUNGAI TENGAH,4
2014-11,RIAU,INDRAGIRI HULU,1
2014-11,JAWA TIMUR,JEMBER,3
2014-11,KALIMANTAN TENGAH,KAPUAS,58
2014-11,KALIMANTAN TENGAH,KATINGAN,100
2014-11,JAWA TIMUR,KEDIRI,1
2014-11,KALIMANTAN BARAT,KETAPANG,116
2014-11,SULAWESI TENGGARA,KOLAKA,4
2014-11,SULAWESI TENGGARA,KOLAKA TIMUR,2
2014-11,SULAWESI TENGGARA,KONAWE,9
2014-11,SULAWESI TENGGARA,KONAWE SELATAN,6
2014-11,SULAWESI TENGGARA,KONAWE UTARA,7
2014-11,RIAU,KOTA DUMAI,1
2014-11,SULAWESI TENGGARA,KOTA KENDARI,1
2014-11,SUMATERA SELATAN,KOTA PAGAR ALAM,2
2014-11,KALIMANTAN TENGAH,KOTA PALANGKARAYA,23
2014-11,KALIMANTAN SELATAN,KOTABARU,18
2014-11,KALIMANTAN TENGAH,KOTAWARINGIN BARAT,89
2014-11,KALIMANTAN TENGAH,KOTAWARINGIN TIMUR,194
2014-11,NUSA TENGGARA TIMUR,KUPANG,35
2014-11,KALIMANTAN TIMUR,KUTAI BARAT,10
2014-11,KALIMANTAN TIMUR,KUTAI KARTANEGARA,2
2014-11,KALIMANTAN TIMUR,KUTAI TIMUR,4
2014-11,KALIMANTAN TENGAH,LAMANDAU,11
2014-11,LAMPUNG,LAMPUNG TIMUR,1
2014-11,KEPULAUAN RIAU,LINGGA,1
2014-11,NUSA TENGGARA BARAT,LOMBOK TIMUR,1
2014-11,JAWA TIMUR,LUMAJANG,26
2014-11,SULAWESI SELATAN,LUWU,5
2014-11,SULAWESI SELATAN,LUWU TIMUR,37
2014-11,NUSA TENGGARA TIMUR,MALAKA,1
2014-11,JAWA TIMUR,MALANG,12
2014-11,MALUKU,MALUKU BARAT DAYA,14
2014-11,MALUKU,MALUKU TENGAH,1
2014-11,MALUKU,MALUKU TENGGARA BARAT,6
2014-11,NUSA TENGGARA TIMUR,MANGGARAI,2
2014-11,NUSA TENGGARA TIMUR,MANGGARAI TIMUR,2
2014-11,JAMBI,MERANGIN,3
2014-11,PAPUA SELATAN,MERAUKE,181
2014-11,LAMPUNG,MESUJI,17
2014-11,JAWA TIMUR,MOJOKERTO,1
2014-11,SULAWESI TENGAH,MOROWALI,10
2014-11,SULAWESI TENGAH,MOROWALI UTARA,2
2014-11,SUMATERA SELATAN,MUARA ENIM,12
2014-11,SULAWESI TENGGARA,MUNA,4
2014-11,SULAWESI TENGGARA,MUNA BARAT,2
2014-11,KALIMANTAN TENGAH,MURUNG RAYA,9
