date,province,hotspot_count
2012-11,KALIMANTAN TENGAH,13
2012-11,KALIMANTAN TIMUR,7
2012-11,KEPULAUAN BANGKA BELITUNG,1
2012-11,LAMPUNG,1
2012-11,MALUKU,23
2012-11,MALUKU UTARA,1
2012-11,NUSA TENGGARA BARAT,5
2012-11,NUSA TENGGARA TIMUR,66
2012-11,PAPUA SELATAN,147
2012-11,SULAWESI SELATAN,53
2012-11,SULAWESI TENGAH,8
2012-11,SULAWESI TENGGARA,17
2012-11,SUMATERA SELATAN,6
2012-11,SUMATERA UTARA,2
2012-12,GORONTALO,1
2012-12,KALIMANTAN BARAT,1
2012-12,KALIMANTAN TENGAH,3
2012-12,KALIMANTAN TIMUR,10
2012-12,KALIMANTAN UTARA,1
2012-12,MALUKU UTARA,1
2012-12,NUSA TENGGARA TIMUR,15
2012-12,PAPUA PEGUNUNGAN,1
2012-12,PAPUA SELATAN,98
2012-12,SULAWESI SELATAN,28
2012-12,SULAWESI TENGGARA,1
2012-12,SULAWESI UTARA,10
2012-12,SUMATERA SELATAN,2
2013-01,ACEH,3
2013-01,JAMBI,11
2013-01,KALIMANTAN BARAT,29
2013-01,KALIMANTAN TENGAH,2
2013-01,KALIMANTAN TIMUR,15
2013-01,KEPULAUAN BANGKA BELITUNG,2
2013-01,KEPULAUAN RIAU,5
2013-01,NUSA TENGGARA TIMUR,7
2013-01,PAPUA SELATAN,6
2013-01,RIAU,53
2013-01,SULAWESI SELATAN,24
2013-01,SULAWESI TENGAH,11
2013-01,SULAWESI UTARA,5
2013-01,SUMATERA BARAT,5
2013-01,SUMATERA SELATAN,1
2013-01,SUMATERA UTARA,2
2013-02,JAMBI,4
2013-02,JAWA TIMUR,1
2013-02,KALIMANTAN TENGAH,1
2013-02,KALIMANTAN TIMUR,1
2013-02,KALIMANTAN UTARA,2
2013-02,KEPULAUAN BANGKA BELITUNG,3
2013-02,KEPULAUAN RIAU,4
2013-02,NUSA TENGGARA TIMUR,1
2013-02,PAPUA SELATAN,8
2013-02,RIAU,82
2013-02,SULAWESI SELATAN,15
2013-02,SULAWESI TENGAH,2
2013-02,SULAWESI TENGGARA,2
2013-02,SULAWESI UTARA,2
2013-02,SUMATERA SELATAN,3
2013-03,ACEH,52
2013-03,DKI JAKARTA,2
2013-03,GORONTALO,1
2013-03,JAMBI,27
2013-03,KALIMANTAN BARAT,70
2013-03,KALIMANTAN TENGAH,5
2013-03,KALIMANTAN TIMUR,5
2013-03,KALIMANTAN UTARA,5
2013-03,KEPULAUAN BANGKA BELITUNG,2
2013-03,KEPULAUAN RIAU,6
2013-03,NUSA TENGGARA TIMUR,19
2013-03,PAPUA BARAT,1
2013-03,PAPUA SELATAN,3
2013-03,RIAU,120
2013-03,SULAWESI BARAT,1
2013-03,SULAWESI SELATAN,17
2013-03,SULAWESI TENGAH,7
2013-03,SULAWESI TENGGARA,4
2013-03,SUMATERA BARAT,9
2013-03,SUMATERA SELATAN,8
2013-03,SUMATERA UTARA,32
2013-04,ACEH,2
2013-04,BENGKULU,5
2013-04,JAMBI,3
2013-04,KALIMANTAN BARAT,8
2013-04,KALIMANTAN TENGAH,2
2013-04,KALIMANTAN TIMUR,6
2013-04,KEPULAUAN BANGKA BELITUNG,1
2013-04,KEPULAUAN RIAU,1
2013-04,LAMPUNG,3
2013-04,NUSA TENGGARA TIMUR,26
2013-04,PAPUA SELATAN,11
2013-04,RIAU,176
2013-04,SULAWESI BARAT,1
2013-04,SULAWESI SELATAN,17
2013-04,SULAWESI UTARA,7
2013-04,SUMATERA BARAT,4
2013-04,SUMATERA SELATAN,2
2013-04,SUMATERA UTARA,3
2013-05,ACEH,22
2013-05,BENGKULU,2
2013-05,JAMBI,8
2013-05,KALIMANTAN SELATAN,1
2013-05,KALIMANTAN TENGAH,2
2013-05,KALIMANTAN TIMUR,1
2013-05,KALIMANTAN UTARA,2
2013-05,LAMPUNG,7
2013-05,NUSA TENGGARA TIMUR,12
2013-05,PAPUA PEGUNUNGAN,1
2013-05,PAPUA SELATAN,13
2013-05,RIAU,77
2013-05,SULAWESI SELATAN,48
2013-05,SULAWESI TENGAH,2
2013-05,SULAWESI UTARA,4
2013-05,SUMATERA BARAT,11
2013-05,SUMATERA SELATAN,8
2013-05,SUMATERA UTARA,20
2013-06,ACEH,22
2013-06,BENGKULU,8
2013-06,JAMBI,176
2013-06,JAWA BARAT,3
2013-06,KALIMANTAN BARAT,106
2013-06,KALIMANTAN SELATAN,1
2013-06,KALIMANTAN TENGAH,15
2013-06,KALIMANTAN TIMUR,5
2013-06,KALIMANTAN UTARA,6
2013-06,KEPULAUAN BANGKA BELITUNG,1
2013-06,KEPULAUAN RIAU,1
2013-06,LAMPUNG,6
2013-06,NUSA TENGGARA TIMUR,7
2013-06,PAPUA PEGUNUNGAN,1
2013-06,PAPUA SELATAN,5
2013-06,RIAU,4667
2013-06,SULAWESI SELATAN,25
2013-06,SUMATERA BARAT,39
2013-06,SUMATERA SELATAN,42
2013-06,SUMATERA UTARA,112
2013-07,ACEH,58
2013-07,BENGKULU,3
2013-07,JAMBI,30
2013-07,KALIMANTAN BARAT,41
2013-07,KALIMANTAN SELATAN,1
2013-07,KALIMANTAN TENGAH,4
2013-07,KALIMANTAN TIMUR,2
2013-07,KALIMANTAN UTARA,8
2013-07,KEPULAUAN BANGKA BELITUNG,1
2013-07,LAMPUNG,2
2013-07,MALUKU,1
2013-07,NUSA TENGGARA TIMUR,11
2013-07,PAPUA PEGUNUNGAN,2
2013-07,PAPUA SELATAN,4
2013-07,RIAU,643
2013-07,SULAWESI SELATAN,8
2013-07,SULAWESI TENGGARA,1
2013-07,SUMATERA BARAT,6
2013-07,SUMATERA SELATAN,30
2013-07,SUMATERA UTARA,45
2013-08,ACEH,11
2013-08,BENGKULU,13
2013-08,JAMBI,294
2013-08,JAWA BARAT,1
2013-08,JAWA TENGAH,1
2013-08,JAWA TIMUR,5
2013-08,KALIMANTAN BARAT,808
2013-08,KALIMANTAN SELATAN,5
2013-08,KALIMANTAN TENGAH,43
2013-08,KALIMANTAN TIMUR,44
2013-08,KALIMANTAN UTARA,21
2013-08,KEPULAUAN BANGKA BELITUNG,86
2013-08,KEPULAUAN RIAU,10
2013-08,LAMPUNG,11
2013-08,MALUKU,1
2013-08,NUSA TENGGARA BARAT,2
2013-08,NUSA TENGGARA TIMUR,52
2013-08,PAPUA BARAT,2
2013-08,PAPUA SELATAN,39
2013-08,RIAU,1328
2013-08,SULAWESI BARAT,2
2013-08,SULAWESI SELATAN,54
2013-08,SULAWESI TENGAH,7
2013-08,SULAWESI TENGGARA,2
2013-08,SUMATERA BARAT,47
2013-08,SUMATERA SELATAN,318
2013-08,SUMATERA UTARA,64
2013-09,ACEH,83
2013-09,BALI,3
2013-09,BENGKULU,2
2013-09,GORONTALO,1
2013-09,JAMBI,20
2013-09,JAWA BARAT,5
2013-09,JAWA TENGAH,3
2013-09,JAWA TIMUR,4
2013-09,KALIMANTAN BARAT,496
2013-09,KALIMANTAN SELATAN,65
2013-09,KALIMANTAN TENGAH,486
2013-09,KALIMANTAN TIMUR,185
2013-09,KALIMANTAN UTARA,13
2013-09,KEPULAUAN BANGKA BELITUNG,31
2013-09,KEPULAUAN RIAU,1
2013-09,LAMPUNG,5
2013-09,MALUKU,10
2013-09,NUSA TENGGARA BARAT,22
2013-09,NUSA TENGGARA TIMUR,69
2013-09,PAPUA BARAT,1
2013-09,PAPUA SELATAN,142
2013-09,RIAU,140
2013-09,SULAWESI BARAT,13
2013-09,SULAWESI SELATAN,47
2013-09,SULAWESI TENGAH,43
2013-09,SULAWESI TENGGARA,17
2013-09,SULAWESI UTARA,5
2013-09,SUMATERA BARAT,9
2013-09,SUMATERA SELATAN,166
2013-09,SUMATERA UTARA,18
2013-10,ACEH,63
2013-10,BANTEN,1
2013-10,GORONTALO,3
2013-10,JAMBI,2
2013-10,JAWA BARAT,7
2013-10,JAWA TENGAH,6
2013-10,JAWA TIMUR,18
2013-10,KALIMANTAN BARAT,213
2013-10,KALIMANTAN SELATAN,110
2013-10,KALIMANTAN TENGAH,741
2013-10,KALIMANTAN TIMUR,145
2013-10,KALIMANTAN UTARA,3
2013-10,KEPULAUAN BANGKA BELITUNG,7
2013-10,KEPULAUAN RIAU,6
2013-10,LAMPUNG,4
2013-10,MALUKU,38
2013-10,MALUKU UTARA,3
2013-10,NUSA TENGGARA BARAT,25
2013-10,NUSA TENGGARA TIMUR,128
2013-10,PAPUA SELATAN,173
2013-10,RIAU,40
2013-10,SULAWESI BARAT,6
2013-10,SULAWESI SELATAN,73
2013-10,SULAWESI TENGAH,44
2013-10,SULAWESI TENGGARA,68
2013-10,SULAWESI UTARA,1
2013-10,SUMATERA BARAT,2
2013-10,SUMATERA SELATAN,43
2013-10,SUMATERA UTARA,14
2013-11,GORONTALO,2
2013-11,JAWA TENGAH,2
2013-11,JAWA TIMUR,3
2013-11,KALIMANTAN SELATAN,5
2013-11,KALIMANTAN TENGAH,3
2013-11,KALIMANTAN TIMUR,10
2013-11,KEPULAUAN BANGKA BELITUNG,1
2013-11,LAMPUNG,6
2013-11,MALUKU UTARA,1
2013-11,NUSA TENGGARA BARAT,6
2013-11,NUSA TENGGARA TIMUR,22
2013-11,PAPUA,1
2013-11,PAPUA SELATAN,44
2013-11,RIAU,3
2013-11,SULAWESI SELATAN,34
2013-11,SULAWESI TENGAH,13
2013-11,SULAWESI TENGGARA,5
2013-11,SUMATERA SELATAN,8
2013-12,ACEH,3
2013-12,BENGKULU,4
2013-12,JAMBI,9
2013-12,KALIMANTAN TENGAH,2
2013-12,KALIMANTAN TIMUR,4
2013-12,KALIMANTAN UTARA,1
2013-12,KEPULAUAN RIAU,1
2013-12,PAPUA SELATAN,1
2013-12,RIAU,4
2013-12,SULAWESI SELATAN,20
2013-12,SUMATERA BARAT,3
2013-12,SUMATERA SELATAN,1
2013-12,SUMATERA UTARA,7
2014-01,ACEH,20
2014-01,KALIMANTAN BARAT,133
2014-01,KALIMANTAN TENGAH,19
2014-01,KALIMANTAN TIMUR,2
2014-01,KEPULAUAN BANGKA BELITUNG,1
2014-01,KEPULAUAN RIAU,11
2014-01,LAMPUNG,1
2014-01,PAPUA SELATAN,11
2014-01,RIAU,145
2014-01,SULAWESI SELATAN,24
2014-01,SULAWESI TENGAH,1
2014-01,SULAWESI TENGGARA,1
2014-01,SUMATERA BARAT,1
2014-01,SUMATERA UTARA,39
2014-02,ACEH,239
2014-02,BENGKULU,4
2014-02,JAMBI,42
2014-02,KALIMANTAN BARAT,538
2014-02,KALIMANTAN TENGAH,74
2014-02,KALIMANTAN TIMUR,29
2014-02,KALIMANTAN UTARA,8
2014-02,KEPULAUAN BANGKA BELITUNG,10
2014-02,KEPULAUAN RIAU,52
2014-02,LAMPUNG,2
2014-02,MALUKU,1
2014-02,MALUKU UTARA,6
2014-02,PAPUA BARAT,7
2014-02,PAPUA SELATAN,5
2014-02,PAPUA TENGAH,1
2014-02,RIAU,3655
2014-02,SULAWESI SELATAN,22
2014-02,SULAWESI TENGAH,31
2014-02,SULAWESI TENGGARA,2
2014-02,SUMATERA BARAT,4
2014-02,SUMATERA SELATAN,11
2014-02,SUMATERA UTARA,418
2014-03,ACEH,261
2014-03,JAMBI,273
2014-03,JAWA TIMUR,1
2014-03,KALIMANTAN BARAT,120
2014-03,KALIMANTAN TENGAH,1
2014-03,KALIMANTAN TIMUR,32
2014-03,KALIMANTAN UTARA,28
2014-03,KEPULAUAN BANGKA BELITUNG,12
2014-03,KEPULAUAN RIAU,100
2014-03,MALUKU UTARA,2
2014-03,PAPUA BARAT DAYA,1
2014-03,PAPUA SELATAN,2
2014-03,RIAU,4690
2014-03,SULAWESI BARAT,1
2014-03,SULAWESI SELATAN,25
2014-03,SULAWESI TENGAH,10
2014-03,SUMATERA BARAT,1
2014-03,SUMATERA SELATAN,6
2014-03,SUMATERA UTARA,287
2014-04,ACEH,6
2014-04,BENGKULU,1
2014-04,JAMBI,2
2014-04,KALIMANTAN BARAT,9
2014-04,KALIMANTAN TENGAH,5
2014-04,KALIMANTAN TIMUR,2
2014-04,KALIMANTAN UTARA,2
2014-04,KEPULAUAN BANGKA BELITUNG,1
2014-04,LAMPUNG,4
2014-04,MALUKU UTARA,2
2014-04,PAPUA,1
2014-04,RIAU,11
2014-04,SULAWESI SELATAN,13
2014-04,SUMATERA BARAT,9
2014-04,SUMATERA SELATAN,4
2014-04,SUMATERA UTARA,2
2014-05,ACEH,9
2014-05,BENGKULU,3
2014-05,GORONTALO,1
2014-05,JAMBI,7
2014-05,KALIMANTAN BARAT,4
2014-05,KALIMANTAN TENGAH,11
2014-05,KALIMANTAN TIMUR,22
2014-05,KALIMANTAN UTARA,10
2014-05,KEPULAUAN RIAU,4
2014-05,LAMPUNG,7
2014-05,MALUKU UTARA,7
2014-05,NUSA TENGGARA TIMUR,2
2014-05,PAPUA BARAT,1
2014-05,PAPUA BARAT DAYA,1
2014-05,PAPUA SELATAN,1
2014-05,RIAU,24
2014-05,SULAWESI SELATAN,23
2014-05,SULAWESI TENGAH,1
2014-05,SULAWESI TENGGARA,1
2014-05,SUMATERA SELATAN,18
2014-06,ACEH,52
2014-06,BANTEN,3
2014-06,BENGKULU,5
2014-06,DKI JAKARTA,2
2014-06,JAMBI,27
2014-06,JAWA BARAT,1
2014-06,JAWA TIMUR,26
2014-06,KALIMANTAN BARAT,74
2014-06,KALIMANTAN TENGAH,6
2014-06,KALIMANTAN TIMUR,3
2014-06,KALIMANTAN UTARA,5
2014-06,KEPULAUAN BANGKA BELITUNG,2
2014-06,LAMPUNG,18
2014-06,MALUKU UTARA,9
2014-06,NUSA TENGGARA BARAT,96
2014-06,NUSA TENGGARA TIMUR,14
2014-06,PAPUA SELATAN,1
2014-06,RIAU,727
2014-06,SULAWESI SELATAN,19
2014-06,SULAWESI TENGAH,2
2014-06,SUMATERA BARAT,13
2014-06,SUMATERA SELATAN,30
2014-06,SUMATERA UTARA,33
2014-07,ACEH,45
2014-07,BANTEN,1
2014-07,BENGKULU,15
2014-07,JAMBI,77
2014-07,JAWA BARAT,1
2014-07,JAWA TENGAH,2
2014-07,JAWA TIMUR,34
2014-07,KALIMANTAN BARAT,1271
2014-07,KALIMANTAN SELATAN,4
2014-07,KALIMANTAN TENGAH,40
2014-07,KALIMANTAN TIMUR,21
2014-07,KALIMANTAN UTARA,25
2014-07,KEPULAUAN BANGKA BELITUNG,21
2014-07,KEPULAUAN RIAU,3
2014-07,LAMPUNG,36
2014-07,MALUKU,1
2014-07,MALUKU UTARA,14
2014-07,NUSA TENGGARA BARAT,130
2014-07,NUSA TENGGARA TIMUR,25
2014-07,PAPUA BARAT,3
2014-07,PAPUA SELATAN,13
2014-07,PAPUA TENGAH,1
2014-07,RIAU,1153
2014-07,SULAWESI SELATAN,25
2014-07,SULAWESI UTARA,5
2014-07,SUMATERA BARAT,24
2014-07,SUMATERA SELATAN,102
2014-07,SUMATERA UTARA,146
2014-08,ACEH,8
2014-08,BENGKULU,3
2014-08,JAMBI,20
2014-08,JAWA BARAT,3
2014-08,JAWA TENGAH,1
2014-08,JAWA TIMUR,91
2014-08,KALIMANTAN BARAT,718
2014-08,KALIMANTAN SELATAN,40
2014-08,KALIMANTAN TENGAH,289
2014-08,KALIMANTAN TIMUR,99
2014-08,KALIMANTAN UTARA,70
2014-08,KEPULAUAN BANGKA BELITUNG,97
2014-08,LAMPUNG,23
2014-08,MALUKU,7
2014-08,MALUKU UTARA,10
2014-08,NUSA TENGGARA BARAT,91
2014-08,NUSA TENGGARA TIMUR,82
2014-08,PAPUA,1
2014-08,PAPUA PEGUNUNGAN,7
2014-08,PAPUA SELATAN,13
2014-08,RIAU,155
2014-08,SULAWESI SELATAN,44
2014-08,SULAWESI TENGAH,1
2014-08,SULAWESI TENGGARA,8
2014-08,SULAWESI UTARA,1
2014-08,SUMATERA BARAT,12
2014-08,SUMATERA SELATAN,262
2014-08,SUMATERA UTARA,42
2014-09,ACEH,2
2014-09,BALI,3
2014-09,BANTEN,4
2014-09,BENGKULU,9
2014-09,GORONTALO,14
2014-09,JAMBI,151
2014-09,JAWA BARAT,8
2014-09,JAWA TENGAH,8
2014-09,JAWA TIMUR,132
2014-09,KALIMANTAN BARAT,678
2014-09,KALIMANTAN SELATAN,429
2014-09,KALIMANTAN TENGAH,2189
2014-09,KALIMANTAN TIMUR,384
2014-09,KALIMANTAN UTARA,34
2014-09,KEPULAUAN BANGKA BELITUNG,85
2014-09,LAMPUNG,72
2014-09,MALUKU,44
2014-09,MALUKU UTARA,29
2014-09,NUSA TENGGARA BARAT,163
2014-09,NUSA TENGGARA TIMUR,176
2014-09,PAPUA BARAT,5
2014-09,PAPUA BARAT DAYA,1
2014-09,PAPUA SELATAN,458
2014-09,RIAU,147
2014-09,SULAWESI BARAT,30
2014-09,SULAWESI SELATAN,78
2014-09,SULAWESI TENGAH,89
2014-09,SULAWESI TENGGARA,40
2014-09,SULAWESI UTARA,3
2014-09,SUMATERA BARAT,17
2014-09,SUMATERA SELATAN,1620
2014-09,SUMATERA UTARA,2
2014-10,BALI,5
2014-10,BANTEN,2
2014-10,BENGKULU,3
2014-10,GORONTALO,19
2014-10,JAMBI,136
2014-10,JAWA BARAT,8
2014-10,JAWA TENGAH,7
2014-10,JAWA TIMUR,110
2014-10,KALIMANTAN BARAT,336
2014-10,KALIMANTAN SELATAN,338
2014-10,KALIMANTAN TENGAH,1575
2014-10,KALIMANTAN TIMUR,623
2014-10,KALIMANTAN UTARA,16
2014-10,KEPULAUAN BANGKA BELITUNG,39
2014-10,LAMPUNG,64
2014-10,MALUKU,35
2014-10,MALUKU UTARA,13
2014-10,NUSA TENGGARA BARAT,125
2014-10,NUSA TENGGARA TIMUR,227
2014-10,PAPUA BARAT,15
2014-10,PAPUA BARAT DAYA,2
2014-10,PAPUA SELATAN,562
2014-10,PAPUA TENGAH,1
2014-10,RIAU,40
2014-10,SULAWESI BARAT,25
2014-10,SULAWESI SELATAN,140
2014-10,SULAWESI TENGAH,145
2014-10,SULAWESI TENGGARA,158
2014-10,SULAWESI UTARA,13
2014-10,SUMATERA BARAT,3
2014-10,SUMATERA SELATAN,1652
2014-10,SUMATERA UTARA,2
2014-11,GORONTALO,5
2014-11,JAMBI,38
2014-11,JAWA TIMUR,82
2014-11,KALIMANTAN BARAT,116
2014-11,KALIMANTAN SELATAN,112
2014-11,KALIMANTAN TENGAH,851
2014-11,KALIMANTAN TIMUR,41
2014-11,KALIMANTAN UTARA,2
2014-11,KEPULAUAN BANGKA BELITUNG,17
2014-11,KEPULAUAN RIAU,1
2014-11,LAMPUNG,21
2014-11,MALUKU,23
2014-11,MALUKU UTARA,6
2014-11,NUSA TENGGARA BARAT,23
2014-11,NUSA TENGGARA TIMUR,75
2014-11,PAPUA BARAT,2
2014-11,PAPUA SELATAN,182
2014-11,PAPUA TENGAH,2
2014-11,RIAU,2
2014-11,SULAWESI SELATAN,46
2014-11,SULAWESI TENGAH,20
2014-11,SULAWESI TENGGARA,47
2014-11,SUMATERA SELATAN,667
2014-12,JAWA TIMUR,3
2014-12,KALIMANTAN BARAT,4
2014-12,KALIMANTAN TIMUR,3
2014-12,MALUKU UTARA,5
2014-12,NUSA TENGGARA BARAT,3
2014-12,NUSA TENGGARA TIMUR,1
2014-12,PAPUA SELATAN,38
2014-12,RIAU,3
2014-12,SULAWESI SELATAN,13
2014-12,SULAWESI TENGAH,2
2014-12,SULAWESI TENGGARA,1
2014-12,SUMATERA BARAT,2
2014-12,SUMATERA SELATAN,8
2014-12,SUMATERA UTARA,6
2015-01,ACEH,3
2015-01,JAMBI,20
2015-01,JAWA TIMUR,3
2015-01,KALIMANTAN BARAT,1
2015-01,KALIMANTAN TENGAH,7
2015-01,KALIMANTAN TIMUR,3
2015-01,KEPULAUAN BANGKA BELITUNG,4
2015-01,KEPULAUAN RIAU,2
2015-01,MALUKU UTARA,3
2015-01,PAPUA PEGUNUNGAN,3
2015-01,RIAU,26
2015-01,SULAWESI SELATAN,15
2015-01,SULAWESI TENGAH,1
2015-01,SULAWESI UTARA,29
2015-01,SUMATERA BARAT,8
2015-01,SUMATERA SELATAN,5
2015-01,SUMATERA UTARA,5
2015-02,ACEH,25
2015-02,JAMBI,2
2015-02,JAWA TIMUR,5
2015-02,KALIMANTAN BARAT,4
2015-02,KALIMANTAN TENGAH,1
2015-02,KALIMANTAN TIMUR,6
2015-02,KALIMANTAN UTARA,3
2015-02,KEPULAUAN BANGKA BELITUNG,8
2015-02,KEPULAUAN RIAU,2
2015-02,MALUKU UTARA,5
2015-02,RIAU,190
2015-02,SULAWESI SELATAN,23
2015-02,SULAWESI UTARA,4
2015-02,SUMATERA SELATAN,6
2015-02,SUMATERA UTARA,31
2015-03,ACEH,22
2015-03,BENGKULU,6
2015-03,JAMBI,1
2015-03,JAWA TIMUR,2
2015-03,KALIMANTAN BARAT,8
2015-03,KALIMANTAN TENGAH,1
2015-03,KALIMANTAN TIMUR,11
2015-03,KALIMANTAN UTARA,5
2015-03,KEPULAUAN BANGKA BELITUNG,4
2015-03,KEPULAUAN RIAU,7
2015-03,MALUKU,1
2015-03,MALUKU UTARA,1
2015-03,NUSA TENGGARA BARAT,1
2015-03,PAPUA BARAT,1
2015-03,PAPUA TENGAH,1
2015-03,RIAU,251
2015-03,SULAWESI SELATAN,11
2015-03,SULAWESI TENGAH,6
2015-03,SULAWESI TENGGARA,1
2015-03,SULAWESI UTARA,2
2015-03,SUMATERA BARAT,2
2015-03,SUMATERA SELATAN,3
2015-03,SUMATERA UTARA,14
2015-04,ACEH,5
2015-04,GORONTALO,1
2015-04,JAMBI,6
2015-04,JAWA BARAT,2
2015-04,KALIMANTAN BARAT,1
2015-04,KALIMANTAN TIMUR,5
2015-04,KALIMANTAN UTARA,5
2015-04,KEPULAUAN BANGKA BELITUNG,2
2015-04,KEPULAUAN RIAU,2
2015-04,MALUKU UTARA,1
2015-04,PAPUA,1
2015-04,RIAU,51
2015-04,SULAWESI SELATAN,23
2015-04,SULAWESI TENGAH,6
2015-04,SULAWESI TENGGARA,4
2015-04,SULAWESI UTARA,17
2015-04,SUMATERA SELATAN,4
2015-04,SUMATERA UTARA,6
2015-05,ACEH,9
2015-05,BANTEN,1
2015-05,BENGKULU,9
2015-05,GORONTALO,4
2015-05,JAMBI,24
2015-05,JAWA BARAT,1
2015-05,JAWA TENGAH,2
2015-05,JAWA TIMUR,8
2015-05,KALIMANTAN BARAT,4
2015-05,KALIMANTAN TENGAH,4
2015-05,KALIMANTAN TIMUR,4
2015-05,KALIMANTAN UTARA,1
2015-05,KEPULAUAN BANGKA BELITUNG,5
2015-05,LAMPUNG,9
2015-05,MALUKU UTARA,4
2015-05,NUSA TENGGARA BARAT,2
2015-05,PAPUA,1
2015-05,PAPUA PEGUNUNGAN,2
2015-05,PAPUA SELATAN,1
2015-05,RIAU,13
2015-05,SULAWESI SELATAN,34
2015-05,SULAWESI TENGGARA,2
2015-05,SULAWESI UTARA,59
2015-05,SUMATERA BARAT,4
2015-05,SUMATERA SELATAN,46
2015-05,SUMATERA UTARA,1
2015-06,ACEH,15
2015-06,BENGKULU,8
2015-06,JAMBI,106
2015-06,JAWA BARAT,2
2015-06,JAWA TIMUR,6
2015-06,KALIMANTAN BARAT,11
2015-06,KALIMANTAN TENGAH,7
2015-06,KALIMANTAN TIMUR,7
2015-06,KALIMANTAN UTARA,1
2015-06,KEPULAUAN BANGKA BELITUNG,6
2015-06,LAMPUNG,12
2015-06,MALUKU UTARA,3
2015-06,NUSA TENGGARA BARAT,6
2015-06,NUSA TENGGARA TIMUR,14
2015-06,PAPUA,1
2015-06,PAPUA BARAT,3
2015-06,PAPUA PEGUNUNGAN,5
2015-06,RIAU,165
2015-06,SULAWESI BARAT,1
2015-06,SULAWESI SELATAN,23
2015-06,SULAWESI UTARA,5
2015-06,SUMATERA BARAT,18
2015-06,SUMATERA SELATAN,45
2015-06,SUMATERA UTARA,82
2015-07,ACEH,10
2015-07,BENGKULU,16
2015-07,GORONTALO,1
2015-07,JAMBI,260
2015-07,JAWA BARAT,2
2015-07,JAWA TENGAH,8
2015-07,JAWA TIMUR,13
2015-07,KALIMANTAN BARAT,339
2015-07,KALIMANTAN SELATAN,17
2015-07,KALIMANTAN TENGAH,136
2015-07,KALIMANTAN TIMUR,76
2015-07,KALIMANTAN UTARA,88
2015-07,KEPULAUAN BANGKA BELITUNG,52
2015-07,LAMPUNG,19
2015-07,MALUKU,2
2015-07,MALUKU UTARA,5
2015-07,NUSA TENGGARA BARAT,5
2015-07,NUSA TENGGARA TIMUR,34
2015-07,PAPUA BARAT,6
2015-07,PAPUA BARAT DAYA,2
2015-07,PAPUA PEGUNUNGAN,12
2015-07,PAPUA SELATAN,8
2015-07,PAPUA TENGAH,3
2015-07,RIAU,964
2015-07,SULAWESI BARAT,2
2015-07,SULAWESI SELATAN,49
2015-07,SULAWESI TENGAH,16
2015-07,SULAWESI TENGGARA,1
2015-07,SULAWESI UTARA,4
2015-07,SUMATERA BARAT,44
2015-07,SUMATERA SELATAN,234
2015-07,SUMATERA UTARA,84
2015-08,ACEH,2
2015-08,BANTEN,1
2015-08,BENGKULU,12
2015-08,GORONTALO,6
2015-08,JAMBI,881
2015-08,JAWA BARAT,19
2015-08,JAWA TENGAH,14
2015-08,JAWA TIMUR,24
2015-08,KALIMANTAN BARAT,1593
2015-08,KALIMANTAN SELATAN,182
2015-08,KALIMANTAN TENGAH,1979
2015-08,KALIMANTAN TIMUR,518
2015-08,KALIMANTAN UTARA,219
2015-08,KEPULAUAN BANGKA BELITUNG,151
2015-08,KEPULAUAN RIAU,1
2015-08,LAMPUNG,38
2015-08,MALUKU,40
2015-08,MALUKU UTARA,7
2015-08,NUSA TENGGARA BARAT,20
2015-08,NUSA TENGGARA TIMUR,67
2015-08,PAPUA,1
2015-08,PAPUA BARAT,5
2015-08,PAPUA BARAT DAYA,1
2015-08,PAPUA PEGUNUNGAN,34
2015-08,PAPUA SELATAN,162
2015-08,PAPUA TENGAH,2
2015-08,RIAU,344
2015-08,SULAWESI BARAT,15
2015-08,SULAWESI SELATAN,69
2015-08,SULAWESI TENGAH,26
2015-08,SULAWESI TENGGARA,20
2015-08,SULAWESI UTARA,49
2015-08,SUMATERA BARAT,20
2015-08,SUMATERA SELATAN,892
2015-08,SUMATERA UTARA,13
2015-09,BANTEN,15
2015-09,BENGKULU,24
2015-09,DKI JAKARTA,1
2015-09,GORONTALO,50
2015-09,JAMBI,1310
2015-09,JAWA BARAT,25
2015-09,JAWA TENGAH,25
2015-09,JAWA TIMUR,52
2015-09,KALIMANTAN BARAT,1967
2015-09,KALIMANTAN SELATAN,886
2015-09,KALIMANTAN TENGAH,5781
2015-09,KALIMANTAN TIMUR,909
2015-09,KALIMANTAN UTARA,52
2015-09,KEPULAUAN BANGKA BELITUNG,191
2015-09,KEPULAUAN RIAU,2
2015-09,LAMPUNG,141
2015-09,MALUKU,418
2015-09,MALUKU UTARA,64
2015-09,NUSA TENGGARA BARAT,27
2015-09,NUSA TENGGARA TIMUR,130
2015-09,PAPUA,1
2015-09,PAPUA BARAT,20
2015-09,PAPUA BARAT DAYA,13
2015-09,PAPUA PEGUNUNGAN,1
2015-09,PAPUA SELATAN,1204
2015-09,RIAU,685
2015-09,SULAWESI BARAT,63
2015-09,SULAWESI SELATAN,144
2015-09,SULAWESI TENGAH,197
2015-09,SULAWESI TENGGARA,119
2015-09,SULAWESI UTARA,125
2015-09,SUMATERA BARAT,56
2015-09,SUMATERA SELATAN,6303
2015-09,SUMATERA UTARA,23
2015-10,BANTEN,7
2015-10,BENGKULU,29
2015-10,GORONTALO,66
2015-10,JAMBI,700
2015-10,JAWA BARAT,15
