date,province,hotspot_count
2009-10,JAWA BARAT,3
2009-10,JAWA TENGAH,2
2009-10,JAWA TIMUR,29
2009-10,KALIMANTAN BARAT,28
2009-10,KALIMANTAN SELATAN,79
2009-10,KALIMANTAN TENGAH,222
2009-10,KALIMANTAN TIMUR,127
2009-10,KALIMANTAN UTARA,6
2009-10,KEPULAUAN BANGKA BELITUNG,4
2009-10,LAMPUNG,13
2009-10,MALUKU,79
2009-10,MALUKU UTARA,6
2009-10,NUSA TENGGARA BARAT,43
2009-10,NUSA TENGGARA TIMUR,217
2009-10,PAPUA BARAT,7
2009-10,PAPUA BARAT DAYA,1
2009-10,PAPUA SELATAN,88
2009-10,PAPUA TENGAH,1
2009-10,RIAU,65
2009-10,SULAWESI BARAT,3
2009-10,SULAWESI SELATAN,68
2009-10,SULAWESI TENGAH,67
2009-10,SULAWESI TENGGARA,114
2009-10,SULAWESI UTARA,5
2009-10,SUMATERA BARAT,7
2009-10,SUMATERA SELATAN,85
2009-10,SUMATERA UTARA,10
2009-11,BENGKULU,1
2009-11,GORONTALO,3
2009-11,JAMBI,9
2009-11,JAWA TIMUR,10
2009-11,KALIMANTAN BARAT,2
2009-11,KALIMANTAN SELATAN,13
2009-11,KALIMANTAN TENGAH,59
2009-11,KALIMANTAN TIMUR,36
2009-11,KEPULAUAN BANGKA BELITUNG,1
2009-11,LAMPUNG,7
2009-11,MALUKU,41
2009-11,MALUKU UTARA,1
2009-11,NUSA TENGGARA BARAT,7
2009-11,NUSA TENGGARA TIMUR,54
2009-11,PAPUA BARAT,5
2009-11,PAPUA SELATAN,45
2009-11,RIAU,76
2009-11,SULAWESI SELATAN,41
2009-11,SULAWESI TENGAH,10
2009-11,SULAWESI TENGGARA,37
2009-11,SULAWESI UTARA,11
2009-11,SUMATERA BARAT,4
2009-11,SUMATERA SELATAN,15
2009-11,SUMATERA UTARA,2
2009-12,BANTEN,2
2009-12,GORONTALO,1
2009-12,JAWA TIMUR,1
2009-12,KALIMANTAN BARAT,2
2009-12,KALIMANTAN SELATAN,2
2009-12,KALIMANTAN TENGAH,1
2009-12,KALIMANTAN TIMUR,4
2009-12,MALUKU,3
2009-12,MALUKU UTARA,5
2009-12,NUSA TENGGARA BARAT,1
2009-12,NUSA TENGGARA TIMUR,1
2009-12,PAPUA BARAT,1
2009-12,PAPUA BARAT DAYA,2
2009-12,PAPUA PEGUNUNGAN,1
2009-12,PAPUA SELATAN,3
2009-12,PAPUA TENGAH,1
2009-12,RIAU,3
2009-12,SULAWESI SELATAN,10
2009-12,SULAWESI TENGAH,3
2009-12,SULAWESI TENGGARA,6
2009-12,SUMATERA SELATAN,1
2010-01,ACEH,3
2010-01,KALIMANTAN BARAT,5
2010-01,KALIMANTAN SELATAN,1
2010-01,KALIMANTAN TENGAH,3
2010-01,KALIMANTAN TIMUR,7
2010-01,KEPULAUAN BANGKA BELITUNG,2
2010-01,KEPULAUAN RIAU,4
2010-01,PAPUA TENGAH,1
2010-01,RIAU,12
2010-01,SULAWESI SELATAN,6
2010-01,SULAWESI TENGAH,3
2010-01,SUMATERA BARAT,2
2010-01,SUMATERA UTARA,1
2010-02,ACEH,5
2010-02,BENGKULU,2
2010-02,JAWA TIMUR,1
2010-02,KALIMANTAN BARAT,15
2010-02,KALIMANTAN TENGAH,14
2010-02,KALIMANTAN TIMUR,68
2010-02,KALIMANTAN UTARA,6
2010-02,KEPULAUAN RIAU,10
2010-02,MALUKU UTARA,1
2010-02,PAPUA BARAT,1
2010-02,PAPUA BARAT DAYA,1
2010-02,PAPUA PEGUNUNGAN,2
2010-02,RIAU,219
2010-02,SULAWESI SELATAN,30
2010-02,SULAWESI TENGAH,4
2010-02,SUMATERA BARAT,1
2010-02,SUMATERA UTARA,6
2010-03,ACEH,9
2010-03,DKI JAKARTA,1
2010-03,KALIMANTAN BARAT,13
2010-03,KALIMANTAN TENGAH,1
2010-03,KALIMANTAN TIMUR,51
2010-03,KALIMANTAN UTARA,21
2010-03,KEPULAUAN BANGKA BELITUNG,13
2010-03,KEPULAUAN RIAU,64
2010-03,MALUKU UTARA,2
2010-03,NUSA TENGGARA TIMUR,1
2010-03,RIAU,31
2010-03,SULAWESI BARAT,2
2010-03,SULAWESI SELATAN,14
2010-03,SULAWESI TENGAH,3
2010-03,SUMATERA UTARA,40
2010-04,ACEH,2
2010-04,BENGKULU,1
2010-04,JAMBI,2
2010-04,JAWA TIMUR,1
2010-04,KALIMANTAN BARAT,7
2010-04,KALIMANTAN SELATAN,3
2010-04,KALIMANTAN TIMUR,2
2010-04,KALIMANTAN UTARA,1
2010-04,KEPULAUAN BANGKA BELITUNG,1
2010-04,KEPULAUAN RIAU,1
2010-04,MALUKU,2
2010-04,MALUKU UTARA,3
2010-04,RIAU,15
2010-04,SULAWESI SELATAN,15
2010-04,SULAWESI TENGGARA,2
2010-04,SUMATERA SELATAN,1
2010-04,SUMATERA UTARA,8
2010-05,ACEH,24
2010-05,BENGKULU,2
2010-05,DKI JAKARTA,1
2010-05,JAMBI,16
2010-05,JAWA TIMUR,7
2010-05,KALIMANTAN BARAT,4
2010-05,KALIMANTAN TIMUR,6
2010-05,KALIMANTAN UTARA,2
2010-05,KEPULAUAN RIAU,1
2010-05,MALUKU UTARA,5
2010-05,PAPUA BARAT DAYA,1
2010-05,PAPUA PEGUNUNGAN,2
2010-05,RIAU,109
2010-05,SULAWESI SELATAN,27
2010-05,SULAWESI TENGGARA,1
2010-05,SUMATERA BARAT,3
2010-05,SUMATERA SELATAN,5
2010-05,SUMATERA UTARA,12
2010-06,ACEH,12
2010-06,BENGKULU,3
2010-06,JAMBI,5
2010-06,JAWA BARAT,1
2010-06,KALIMANTAN BARAT,9
2010-06,KALIMANTAN TIMUR,8
2010-06,KALIMANTAN UTARA,7
2010-06,LAMPUNG,6
2010-06,NUSA TENGGARA TIMUR,1
2010-06,PAPUA,2
2010-06,PAPUA BARAT,3
2010-06,PAPUA PEGUNUNGAN,15
2010-06,PAPUA TENGAH,2
2010-06,RIAU,37
2010-06,SULAWESI SELATAN,29
2010-06,SUMATERA BARAT,5
2010-06,SUMATERA SELATAN,12
2010-06,SUMATERA UTARA,9
2010-07,ACEH,4
2010-07,BENGKULU,1
2010-07,JAMBI,21
2010-07,JAWA TIMUR,3
2010-07,KALIMANTAN BARAT,9
2010-07,KALIMANTAN TENGAH,1
2010-07,KEPULAUAN BANGKA BELITUNG,1
2010-07,LAMPUNG,3
2010-07,NUSA TENGGARA TIMUR,16
2010-07,PAPUA BARAT,6
2010-07,PAPUA BARAT DAYA,1
2010-07,PAPUA PEGUNUNGAN,45
2010-07,PAPUA TENGAH,21
2010-07,RIAU,9
2010-07,SULAWESI SELATAN,32
2010-07,SUMATERA BARAT,4
2010-07,SUMATERA SELATAN,40
2010-07,SUMATERA UTARA,11
2010-08,ACEH,24
2010-08,BENGKULU,1
2010-08,JAMBI,32
2010-08,JAWA BARAT,1
2010-08,JAWA TIMUR,9
2010-08,KALIMANTAN BARAT,184
2010-08,KALIMANTAN TENGAH,4
2010-08,KALIMANTAN TIMUR,87
2010-08,KALIMANTAN UTARA,20
2010-08,KEPULAUAN BANGKA BELITUNG,2
2010-08,LAMPUNG,2
2010-08,MALUKU,2
2010-08,NUSA TENGGARA BARAT,1
2010-08,NUSA TENGGARA TIMUR,37
2010-08,PAPUA,1
2010-08,PAPUA BARAT,1
2010-08,PAPUA BARAT DAYA,1
2010-08,PAPUA PEGUNUNGAN,20
2010-08,PAPUA SELATAN,1
2010-08,PAPUA TENGAH,12
2010-08,RIAU,69
2010-08,SULAWESI SELATAN,31
2010-08,SULAWESI TENGGARA,1
2010-08,SULAWESI UTARA,3
2010-08,SUMATERA BARAT,11
2010-08,SUMATERA SELATAN,83
2010-08,SUMATERA UTARA,57
2010-09,ACEH,31
2010-09,BENGKULU,7
2010-09,JAMBI,42
2010-09,JAWA BARAT,2
2010-09,JAWA TIMUR,6
2010-09,KALIMANTAN BARAT,121
2010-09,KALIMANTAN SELATAN,2
2010-09,KALIMANTAN TENGAH,41
2010-09,KALIMANTAN TIMUR,69
2010-09,KALIMANTAN UTARA,32
2010-09,KEPULAUAN BANGKA BELITUNG,11
2010-09,LAMPUNG,14
2010-09,MALUKU UTARA,2
2010-09,NUSA TENGGARA BARAT,7
2010-09,NUSA TENGGARA TIMUR,11
2010-09,PAPUA,1
2010-09,PAPUA BARAT DAYA,3
2010-09,PAPUA PEGUNUNGAN,5
2010-09,PAPUA SELATAN,3
2010-09,PAPUA TENGAH,3
2010-09,RIAU,88
2010-09,SULAWESI SELATAN,34
2010-09,SULAWESI TENGAH,3
2010-09,SULAWESI TENGGARA,8
2010-09,SULAWESI UTARA,8
2010-09,SUMATERA BARAT,5
2010-09,SUMATERA SELATAN,65
2010-09,SUMATERA UTARA,22
2010-10,ACEH,8
2010-10,BENGKULU,1
2010-10,GORONTALO,1
2010-10,JAMBI,46
2010-10,KALIMANTAN BARAT,134
2010-10,KALIMANTAN SELATAN,2
2010-10,KALIMANTAN TENGAH,66
2010-10,KALIMANTAN TIMUR,33
2010-10,KALIMANTAN UTARA,4
2010-10,KEPULAUAN BANGKA BELITUNG,30
2010-10,LAMPUNG,4
2010-10,NUSA TENGGARA TIMUR,6
2010-10,PAPUA,3
2010-10,PAPUA BARAT,2
2010-10,PAPUA BARAT DAYA,1
2010-10,PAPUA PEGUNUNGAN,3
2010-10,PAPUA SELATAN,1
2010-10,PAPUA TENGAH,1
2010-10,RIAU,803
2010-10,SULAWESI SELATAN,29
2010-10,SULAWESI TENGAH,1
2010-10,SULAWESI TENGGARA,4
2010-10,SULAWESI UTARA,1
2010-10,SUMATERA BARAT,2
2010-10,SUMATERA SELATAN,64
2010-10,SUMATERA UTARA,48
2010-11,JAWA TENGAH,1
2010-11,KALIMANTAN BARAT,2
2010-11,KALIMANTAN TIMUR,4
2010-11,KALIMANTAN UTARA,3
2010-11,LAMPUNG,2
2010-11,MALUKU,1
2010-11,NUSA TENGGARA TIMUR,3
2010-11,PAPUA,2
2010-11,PAPUA BARAT,1
2010-11,PAPUA PEGUNUNGAN,1
2010-11,RIAU,51
2010-11,SULAWESI SELATAN,38
2010-11,SULAWESI TENGAH,1
2010-11,SULAWESI TENGGARA,3
2010-11,SUMATERA SELATAN,3
2010-11,SUMATERA UTARA,4
2010-12,ACEH,7
2010-12,BENGKULU,4
2010-12,JAMBI,1
2010-12,KALIMANTAN BARAT,5
2010-12,KALIMANTAN TIMUR,3
2010-12,KALIMANTAN UTARA,1
2010-12,LAMPUNG,3
2010-12,PAPUA,2
2010-12,RIAU,6
2010-12,SULAWESI SELATAN,16
2010-12,SULAWESI TENGAH,1
2010-12,SULAWESI TENGGARA,1
2010-12,SUMATERA BARAT,5
2010-12,SUMATERA SELATAN,8
2011-01,ACEH,7
2011-01,JAMBI,1
2011-01,KALIMANTAN BARAT,8
2011-01,KALIMANTAN TENGAH,9
2011-01,KALIMANTAN TIMUR,3
2011-01,PAPUA BARAT,1
2011-01,PAPUA SELATAN,1
2011-01,RIAU,7
2011-01,SULAWESI SELATAN,16
2011-01,SULAWESI TENGAH,1
2011-01,SULAWESI TENGGARA,2
2011-01,SUMATERA BARAT,6
2011-01,SUMATERA UTARA,2
2011-02,ACEH,9
2011-02,BANTEN,2
2011-02,BENGKULU,19
2011-02,JAMBI,27
2011-02,KALIMANTAN BARAT,30
2011-02,KALIMANTAN TENGAH,1
2011-02,KALIMANTAN TIMUR,2
2011-02,KEPULAUAN BANGKA BELITUNG,4
2011-02,KEPULAUAN RIAU,6
2011-02,LAMPUNG,2
2011-02,MALUKU,2
2011-02,PAPUA SELATAN,1
2011-02,RIAU,197
2011-02,SULAWESI SELATAN,5
2011-02,SULAWESI TENGAH,2
2011-02,SULAWESI TENGGARA,5
2011-02,SUMATERA BARAT,63
2011-02,SUMATERA SELATAN,2
2011-02,SUMATERA UTARA,20
2011-03,ACEH,11
2011-03,BENGKULU,1
2011-03,JAMBI,11
2011-03,KALIMANTAN BARAT,19
2011-03,KALIMANTAN TENGAH,2
2011-03,KALIMANTAN TIMUR,1
2011-03,KEPULAUAN RIAU,1
2011-03,PAPUA BARAT,2
2011-03,PAPUA SELATAN,1
2011-03,RIAU,47
2011-03,SULAWESI SELATAN,15
2011-03,SULAWESI TENGGARA,1
2011-03,SULAWESI UTARA,6
2011-03,SUMATERA BARAT,1
2011-03,SUMATERA SELATAN,3
2011-03,SUMATERA UTARA,5
2011-04,ACEH,4
2011-04,BENGKULU,9
2011-04,JAMBI,3
2011-04,JAWA TIMUR,1
2011-04,KALIMANTAN BARAT,75
2011-04,KALIMANTAN TENGAH,2
2011-04,KALIMANTAN TIMUR,3
2011-04,LAMPUNG,3
2011-04,PAPUA SELATAN,1
2011-04,RIAU,88
2011-04,SULAWESI SELATAN,20
2011-04,SULAWESI TENGAH,6
2011-04,SULAWESI UTARA,11
2011-04,SUMATERA BARAT,2
2011-04,SUMATERA SELATAN,4
2011-04,SUMATERA UTARA,3
2011-05,ACEH,15
2011-05,BALI,1
2011-05,BENGKULU,6
2011-05,JAMBI,24
2011-05,JAWA BARAT,1
2011-05,JAWA TENGAH,1
2011-05,KALIMANTAN BARAT,19
2011-05,KALIMANTAN TENGAH,4
2011-05,KALIMANTAN TIMUR,1
2011-05,KEPULAUAN BANGKA BELITUNG,1
2011-05,LAMPUNG,8
2011-05,NUSA TENGGARA TIMUR,4
2011-05,PAPUA SELATAN,2
2011-05,RIAU,356
2011-05,SULAWESI SELATAN,10
2011-05,SULAWESI TENGAH,3
2011-05,SULAWESI UTARA,3
2011-05,SUMATERA BARAT,20
2011-05,SUMATERA SELATAN,24
2011-05,SUMATERA UTARA,19
2011-06,ACEH,133
2011-06,BENGKULU,17
2011-06,JAMBI,20
2011-06,JAWA BARAT,2
2011-06,JAWA TENGAH,2
2011-06,JAWA TIMUR,6
2011-06,KALIMANTAN BARAT,119
2011-06,KALIMANTAN SELATAN,7
2011-06,KALIMANTAN TENGAH,35
2011-06,KALIMANTAN TIMUR,15
2011-06,KALIMANTAN UTARA,2
2011-06,KEPULAUAN BANGKA BELITUNG,1
2011-06,KEPULAUAN RIAU,1
2011-06,LAMPUNG,19
2011-06,MALUKU,3
2011-06,NUSA TENGGARA BARAT,5
2011-06,NUSA TENGGARA TIMUR,10
2011-06,PAPUA BARAT,1
2011-06,PAPUA SELATAN,3
2011-06,RIAU,258
2011-06,SULAWESI BARAT,1
2011-06,SULAWESI SELATAN,31
2011-06,SULAWESI TENGAH,1
2011-06,SULAWESI TENGGARA,1
2011-06,SUMATERA BARAT,17
2011-06,SUMATERA SELATAN,46
2011-06,SUMATERA UTARA,55
2011-07,ACEH,49
2011-07,BENGKULU,28
2011-07,JAMBI,175
2011-07,JAWA BARAT,7
2011-07,JAWA TENGAH,2
2011-07,JAWA TIMUR,6
2011-07,KALIMANTAN BARAT,299
2011-07,KALIMANTAN SELATAN,112
2011-07,KALIMANTAN TENGAH,112
2011-07,KALIMANTAN TIMUR,16
2011-07,KALIMANTAN UTARA,2
2011-07,KEPULAUAN BANGKA BELITUNG,14
2011-07,KEPULAUAN RIAU,4
2011-07,LAMPUNG,27
2011-07,NUSA TENGGARA BARAT,5
2011-07,NUSA TENGGARA TIMUR,29
2011-07,PAPUA,1
2011-07,PAPUA BARAT,1
2011-07,PAPUA SELATAN,28
2011-07,RIAU,750
2011-07,SULAWESI BARAT,4
2011-07,SULAWESI SELATAN,26
2011-07,SULAWESI TENGGARA,4
2011-07,SUMATERA BARAT,37
2011-07,SUMATERA SELATAN,152
2011-07,SUMATERA UTARA,142
2011-08,ACEH,45
2011-08,BENGKULU,13
2011-08,JAMBI,191
2011-08,JAWA BARAT,7
2011-08,JAWA TENGAH,5
2011-08,JAWA TIMUR,22
2011-08,KALIMANTAN BARAT,1228
2011-08,KALIMANTAN SELATAN,288
2011-08,KALIMANTAN TENGAH,929
2011-08,KALIMANTAN TIMUR,193
2011-08,KALIMANTAN UTARA,29
2011-08,KEPULAUAN BANGKA BELITUNG,62
2011-08,KEPULAUAN RIAU,8
2011-08,LAMPUNG,72
2011-08,MALUKU,28
2011-08,NUSA TENGGARA BARAT,14
2011-08,NUSA TENGGARA TIMUR,95
2011-08,PAPUA PEGUNUNGAN,1
2011-08,PAPUA SELATAN,72
2011-08,RIAU,496
2011-08,SULAWESI BARAT,11
2011-08,SULAWESI SELATAN,38
2011-08,SULAWESI TENGAH,16
2011-08,SULAWESI TENGGARA,7
2011-08,SULAWESI UTARA,2
2011-08,SUMATERA BARAT,20
2011-08,SUMATERA SELATAN,649
2011-08,SUMATERA UTARA,7
2011-09,BANTEN,3
2011-09,BENGKULU,2
2011-09,JAMBI,459
2011-09,JAWA BARAT,14
2011-09,JAWA TENGAH,11
2011-09,JAWA TIMUR,29
2011-09,KALIMANTAN BARAT,458
2011-09,KALIMANTAN SELATAN,88
2011-09,KALIMANTAN TENGAH,773
2011-09,KALIMANTAN TIMUR,119
2011-09,KALIMANTAN UTARA,21
2011-09,KEPULAUAN BANGKA BELITUNG,39
2011-09,KEPULAUAN RIAU,7
2011-09,LAMPUNG,112
2011-09,MALUKU,14
2011-09,NUSA TENGGARA BARAT,29
2011-09,NUSA TENGGARA TIMUR,168
2011-09,PAPUA SELATAN,82
2011-09,RIAU,339
2011-09,SULAWESI BARAT,9
2011-09,SULAWESI SELATAN,54
2011-09,SULAWESI TENGAH,19
2011-09,SULAWESI TENGGARA,37
2011-09,SUMATERA BARAT,14
2011-09,SUMATERA SELATAN,1913
2011-10,ACEH,2
2011-10,BANTEN,2
2011-10,BENGKULU,3
2011-10,GORONTALO,2
2011-10,JAMBI,8
2011-10,JAWA TIMUR,19
2011-10,KALIMANTAN BARAT,22
2011-10,KALIMANTAN SELATAN,27
2011-10,KALIMANTAN TENGAH,227
2011-10,KALIMANTAN TIMUR,27
2011-10,KALIMANTAN UTARA,3
2011-10,KEPULAUAN BANGKA BELITUNG,4
2011-10,LAMPUNG,15
2011-10,MALUKU,11
2011-10,MALUKU UTARA,2
2011-10,NUSA TENGGARA BARAT,24
2011-10,NUSA TENGGARA TIMUR,108
2011-10,PAPUA PEGUNUNGAN,1
2011-10,PAPUA SELATAN,84
2011-10,RIAU,50
2011-10,SULAWESI BARAT,4
2011-10,SULAWESI SELATAN,74
2011-10,SULAWESI TENGAH,27
2011-10,SULAWESI TENGGARA,29
2011-10,SULAWESI UTARA,1
2011-10,SUMATERA BARAT,22
2011-10,SUMATERA SELATAN,110
2011-10,SUMATERA UTARA,19
2011-11,ACEH,3
2011-11,BENGKULU,5
2011-11,GORONTALO,1
2011-11,JAMBI,5
2011-11,KALIMANTAN BARAT,2
2011-11,KALIMANTAN SELATAN,3
2011-11,KALIMANTAN TENGAH,4
2011-11,KALIMANTAN TIMUR,12
2011-11,KEPULAUAN BANGKA BELITUNG,1
2011-11,LAMPUNG,1
2011-11,MALUKU,11
2011-11,NUSA TENGGARA BARAT,1
2011-11,NUSA TENGGARA TIMUR,8
2011-11,PAPUA BARAT DAYA,2
2011-11,PAPUA SELATAN,20
2011-11,RIAU,8
2011-11,SULAWESI SELATAN,11
2011-11,SULAWESI TENGAH,7
2011-11,SULAWESI TENGGARA,4
2011-11,SUMATERA SELATAN,62
2011-12,ACEH,1
2011-12,JAMBI,3
2011-12,KALIMANTAN TENGAH,2
2011-12,MALUKU UTARA,1
2011-12,PAPUA SELATAN,1
2011-12,RIAU,1
2011-12,SULAWESI SELATAN,8
2011-12,SULAWESI TENGGARA,7
2011-12,SUMATERA SELATAN,3
2011-12,SUMATERA UTARA,2
2012-01,ACEH,21
2012-01,BENGKULU,7
2012-01,JAMBI,50
2012-01,JAWA TIMUR,1
2012-01,KALIMANTAN BARAT,9
2012-01,KALIMANTAN TENGAH,4
2012-01,KALIMANTAN TIMUR,1
2012-01,KALIMANTAN UTARA,1
2012-01,KEPULAUAN BANGKA BELITUNG,5
2012-01,KEPULAUAN RIAU,4
2012-01,PAPUA SELATAN,1
2012-01,RIAU,100
2012-01,SULAWESI SELATAN,10
2012-01,SULAWESI TENGAH,3
2012-01,SULAWESI TENGGARA,2
2012-01,SUMATERA BARAT,6
2012-01,SUMATERA SELATAN,17
2012-01,SUMATERA UTARA,10
2012-02,ACEH,9
2012-02,BENGKULU,2
2012-02,JAMBI,2
2012-02,JAWA TIMUR,9
2012-02,KALIMANTAN TIMUR,1
2012-02,KEPULAUAN RIAU,2
2012-02,MALUKU,1
2012-02,PAPUA BARAT,1
2012-02,PAPUA PEGUNUNGAN,1
2012-02,PAPUA SELATAN,1
2012-02,RIAU,81
2012-02,SULAWESI SELATAN,25
2012-02,SULAWESI TENGAH,8
2012-02,SULAWESI TENGGARA,1
2012-02,SUMATERA BARAT,1
2012-02,SUMATERA SELATAN,2
2012-02,SUMATERA UTARA,11
2012-03,ACEH,83
2012-03,BENGKULU,10
2012-03,JAMBI,31
2012-03,JAWA TIMUR,2
2012-03,KALIMANTAN BARAT,28
2012-03,KALIMANTAN SELATAN,1
2012-03,KALIMANTAN TENGAH,6
2012-03,KALIMANTAN TIMUR,1
2012-03,RIAU,53
2012-03,SULAWESI SELATAN,13
2012-03,SULAWESI TENGGARA,1
2012-03,SUMATERA BARAT,19
2012-03,SUMATERA SELATAN,4
2012-03,SUMATERA UTARA,17
2012-04,ACEH,4
2012-04,JAMBI,10
2012-04,KALIMANTAN BARAT,2
2012-04,KALIMANTAN TENGAH,3
2012-04,KALIMANTAN TIMUR,7
2012-04,KEPULAUAN BANGKA BELITUNG,1
2012-04,KEPULAUAN RIAU,2
2012-04,LAMPUNG,4
2012-04,MALUKU UTARA,1
2012-04,PAPUA SELATAN,3
2012-04,RIAU,26
2012-04,SULAWESI SELATAN,17
2012-04,SULAWESI TENGAH,1
2012-04,SULAWESI TENGGARA,1
2012-04,SUMATERA BARAT,7
2012-04,SUMATERA SELATAN,15
2012-04,SUMATERA UTARA,3
2012-05,ACEH,17
2012-05,BANTEN,1
2012-05,BENGKULU,5
2012-05,JAMBI,3
2012-05,KALIMANTAN BARAT,86
2012-05,KALIMANTAN TENGAH,7
2012-05,KALIMANTAN TIMUR,6
2012-05,KALIMANTAN UTARA,1
2012-05,KEPULAUAN BANGKA BELITUNG,8
2012-05,KEPULAUAN RIAU,2
2012-05,LAMPUNG,3
2012-05,MALUKU,1
2012-05,MALUKU UTARA,1
2012-05,PAPUA BARAT,1
2012-05,PAPUA PEGUNUNGAN,2
2012-05,RIAU,63
2012-05,SULAWESI SELATAN,21
2012-05,SULAWESI UTARA,8
2012-05,SUMATERA BARAT,7
2012-05,SUMATERA SELATAN,26
2012-05,SUMATERA UTARA,15
2012-06,ACEH,176
2012-06,BENGKULU,11
2012-06,DKI JAKARTA,1
2012-06,GORONTALO,2
2012-06,JAMBI,206
2012-06,JAWA TENGAH,1
2012-06,KALIMANTAN BARAT,179
2012-06,KALIMANTAN SELATAN,1
2012-06,KALIMANTAN TENGAH,14
2012-06,KALIMANTAN TIMUR,12
2012-06,KALIMANTAN UTARA,8
2012-06,KEPULAUAN BANGKA BELITUNG,24
2012-06,KEPULAUAN RIAU,19
2012-06,LAMPUNG,5
2012-06,MALUKU UTARA,8
2012-06,NUSA TENGGARA TIMUR,9
2012-06,PAPUA BARAT DAYA,1
2012-06,RIAU,904
2012-06,SULAWESI SELATAN,9
2012-06,SULAWESI UTARA,3
2012-06,SUMATERA BARAT,48
2012-06,SUMATERA SELATAN,172
2012-06,SUMATERA UTARA,91
2012-07,ACEH,45
2012-07,BENGKULU,6
2012-07,JAMBI,105
2012-07,JAWA BARAT,6
2012-07,JAWA TENGAH,3
2012-07,JAWA TIMUR,12
2012-07,KALIMANTAN BARAT,130
2012-07,KALIMANTAN SELATAN,6
2012-07,KALIMANTAN TENGAH,22
2012-07,KALIMANTAN TIMUR,35
2012-07,KALIMANTAN UTARA,12
2012-07,KEPULAUAN BANGKA BELITUNG,32
2012-07,KEPULAUAN RIAU,2
2012-07,LAMPUNG,12
2012-07,MALUKU,1
2012-07,NUSA TENGGARA BARAT,4
2012-07,NUSA TENGGARA TIMUR,53
2012-07,PAPUA PEGUNUNGAN,2
2012-07,PAPUA SELATAN,3
2012-07,RIAU,411
2012-07,SULAWESI SELATAN,22
2012-07,SULAWESI TENGAH,1
2012-07,SULAWESI TENGGARA,3
2012-07,SUMATERA BARAT,15
2012-07,SUMATERA SELATAN,187
2012-07,SUMATERA UTARA,72
2012-08,ACEH,81
2012-08,BALI,1
2012-08,BANTEN,2
2012-08,BENGKULU,13
2012-08,DKI JAKARTA,2
2012-08,JAMBI,382
2012-08,JAWA BARAT,26
2012-08,JAWA TENGAH,10
2012-08,JAWA TIMUR,19
2012-08,KALIMANTAN BARAT,1382
2012-08,KALIMANTAN SELATAN,43
2012-08,KALIMANTAN TENGAH,262
2012-08,KALIMANTAN TIMUR,121
2012-08,KALIMANTAN UTARA,73
2012-08,KEPULAUAN BANGKA BELITUNG,136
2012-08,KEPULAUAN RIAU,7
2012-08,LAMPUNG,34
2012-08,MALUKU,6
2012-08,NUSA TENGGARA BARAT,26
2012-08,NUSA TENGGARA TIMUR,89
2012-08,PAPUA SELATAN,2
2012-08,RIAU,1072
2012-08,SULAWESI BARAT,2
2012-08,SULAWESI SELATAN,34
2012-08,SULAWESI TENGAH,4
2012-08,SULAWESI TENGGARA,11
2012-08,SULAWESI UTARA,1
2012-08,SUMATERA BARAT,18
2012-08,SUMATERA SELATAN,803
2012-08,SUMATERA UTARA,18
2012-09,ACEH,50
2012-09,BANTEN,4
2012-09,BENGKULU,8
2012-09,GORONTALO,3
2012-09,JAMBI,491
2012-09,JAWA BARAT,26
2012-09,JAWA TENGAH,7
2012-09,JAWA TIMUR,113
2012-09,KALIMANTAN BARAT,984
2012-09,KALIMANTAN SELATAN,124
2012-09,KALIMANTAN TENGAH,1386
2012-09,KALIMANTAN TIMUR,261
2012-09,KALIMANTAN UTARA,25
2012-09,KEPULAUAN BANGKA BELITUNG,47
2012-09,KEPULAUAN RIAU,2
2012-09,LAMPUNG,82
2012-09,MALUKU,15
2012-09,MALUKU UTARA,3
2012-09,NUSA TENGGARA BARAT,38
2012-09,NUSA TENGGARA TIMUR,106
2012-09,PAPUA,1
2012-09,PAPUA PEGUNUNGAN,1
2012-09,PAPUA SELATAN,80
2012-09,RIAU,219
2012-09,SULAWESI BARAT,11
2012-09,SULAWESI SELATAN,52
2012-09,SULAWESI TENGAH,21
2012-09,SULAWESI TENGGARA,17
2012-09,SULAWESI UTARA,35
2012-09,SUMATERA BARAT,83
2012-09,SUMATERA SELATAN,1577
2012-09,SUMATERA UTARA,8
2012-10,ACEH,1
2012-10,BENGKULU,4
2012-10,GORONTALO,11
2012-10,JAMBI,26
2012-10,JAWA BARAT,1
2012-10,JAWA TIMUR,27
2012-10,KALIMANTAN BARAT,146
2012-10,KALIMANTAN SELATAN,101
2012-10,KALIMANTAN TENGAH,519
2012-10,KALIMANTAN TIMUR,98
2012-10,KALIMANTAN UTARA,1
2012-10,KEPULAUAN BANGKA BELITUNG,9
2012-10,LAMPUNG,31
2012-10,MALUKU,31
2012-10,MALUKU UTARA,2
2012-10,NUSA TENGGARA BARAT,36
2012-10,NUSA TENGGARA TIMUR,153
2012-10,PAPUA,1
2012-10,PAPUA BARAT DAYA,3
2012-10,PAPUA SELATAN,76
2012-10,RIAU,18
2012-10,SULAWESI BARAT,5
2012-10,SULAWESI SELATAN,68
2012-10,SULAWESI TENGAH,25
2012-10,SULAWESI TENGGARA,31
2012-10,SULAWESI UTARA,10
2012-10,SUMATERA BARAT,7
2012-10,SUMATERA SELATAN,462
2012-10,SUMATERA UTARA,4
2012-11,JAMBI,2
2012-11,JAWA TIMUR,2
2012-11,KALIMANTAN SELATAN,2
